0,2,2,2
1,2,2,2
2,2,2,2
3,2,2,2
4,2,2,2
5,2,2,2
6,2,2,2
7,2,2,2
8,2,2,2
9,2,2,2
10,2,2,2
11,2,2,2
12,2,2,2
13,2,2,2
14,2,2,2
15,2,2,2
16,2,2,2
17,2,2,2
18,2,2,2
19,2,2,2
20,2,2,2
21,2,2,2
22,2,2,2
23,2,2,2
24,2,2,2
25,2,2,2
26,2,2,2
27,2,2,2
28,2,2,2
29,2,2,2
30,2,2,2
31,2,2,2
32,2,2,2
33,2,2,2
34,2,2,2
35,2,2,2
36,2,2,2
37,2,2,2
38,2,2,2
39,2,2,2
40,2,2,2
41,2,2,2
42,2,2,2
43,2,2,2
44,2,2,2
45,2,2,2
46,2,2,2
47,2,2,2
48,2,2,2
49,2,2,2
50,2,2,2
51,2,2,2
52,2,2,2
53,2,2,2
54,2,2,2
55,2,2,2
56,2,2,2
57,2,2,2
58,2,2,2
59,2,2,2
60,2,2,2
61,2,2,2
62,2,2,2
63,2,2,2
64,2,2,2
65,2,2,2
66,2,2,2
67,2,2,2
68,2,2,2
69,2,2,2
70,2,2,2
71,2,2,2
72,2,2,2
73,2,2,2
74,2,2,2
75,2,2,2
76,2,2,2
77,2,2,2
78,2,2,2
79,2,2,2
80,2,2,2
81,2,2,2
82,2,2,2
83,2,2,2
84,2,2,2
85,2,2,2
86,2,2,2
87,2,2,2
88,2,2,2
89,2,2,2
90,2,2,2
91,2,2,2
92,2,2,2
93,2,2,2
94,2,2,2
95,2,2,2
96,2,2,2
97,2,2,2
98,2,2,2
99,2,2,2
100,2,0,2
101,2,0,2
102,2,0,2
103,2,0,2
104,1.99998,0,2
105,1.99992,0,2
106,1.9997,0,2
107,1.99903,0,2
108,1.99722,0,2
109,1.99294,0,2
110,1.98386,0,2
111,1.96642,0,2
112,1.93591,0,2
113,1.88688,0,2
114,1.81411,0,2
115,1.71385,0,2
116,1.58504,0,2
117,1.43014,0,2
118,1.25516,0,2
119,1.06892,0,2
120,0.88165,0,0
121,0.703296,0,0
122,0.542056,0,0
123,0.403405,0,0
124,0.289788,0,0
125,0.200915,0,0
126,0.134449,0,0
127,0.086857,0,0
128,0.0541845,0,0
129,0.0326531,0,0
130,0.0190166,0,0
131,0.0107076,0,0
132,0.00583188,0,0
133,0.00307388,0,0
134,0.00156869,0,0
135,0.000775485,0,0
136,0.000371536,0,0
137,0.000172594,0,0
138,7.77765e-05,0,0
139,3.40147e-05,0,0
140,1.44434e-05,0,0
141,5.95722e-06,0,0
142,2.38763e-06,0,0
143,9.30284e-07,0,0
144,3.52497e-07,0,0
145,1.29941e-07,0,0
146,4.66175e-08,0,0
147,1.62821e-08,0,0
148,5.53827e-09,0,0
149,1.8352e-09,0,0
150,5.9261e-10,0,0
151,1.86536e-10,0,0
152,5.72514e-11,0,0
153,1.7138e-11,0,0
154,5.00495e-12,0,0
155,1.42631e-12,0,0
156,3.96746e-13,0,0
157,1.07744e-13,0,0
158,2.85729e-14,0,0
159,7.40104e-15,0,0
160,1.87282e-15,0,0
161,4.63078e-16,0,0
162,1.11904e-16,0,0
163,2.64336e-17,0,0
164,6.10462e-18,0,0
165,1.37856e-18,0,0
166,3.04462e-19,0,0
167,6.57723e-20,0,0
168,1.39003e-20,0,0
169,2.87431e-21,0,0
170,5.81615e-22,0,0
171,1.15182e-22,0,0
172,2.23272e-23,0,0
173,4.2368e-24,0,0
174,7.87124e-25,0,0
175,1.43185e-25,0,0
176,2.55063e-26,0,0
177,4.44971e-27,0,0
178,7.60314e-28,0,0
179,1.27253e-28,0,0
180,2.08639e-29,0,0
181,3.35125e-30,0,0
182,5.27393e-31,0,0
183,8.13221e-32,0,0
184,1.22873e-32,0,0
185,1.81931e-33,0,0
186,2.63987e-34,0,0
187,3.75409e-35,0,0
188,5.23233e-36,0,0
189,7.14782e-37,0,0
190,9.57096e-38,0,0
191,1.2562e-38,0,0
192,1.61619e-39,0,0
193,2.03832e-40,0,0
194,2.52004e-41,0,0
195,3.05426e-42,0,0
196,3.6289e-43,0,0
197,4.22688e-44,0,0
198,4.82662e-45,0,0
199,5.40316e-46,0,0
200,0,0,0
