-10,-10,0
-10,-9.9,0
-10,-9.8,0
-10,-9.7,0
-10,-9.6,0
-10,-9.5,0
-10,-9.4,0
-10,-9.3,0
-10,-9.2,0
-10,-9.1,0
-10,-9,0
-10,-8.9,0
-10,-8.8,0
-10,-8.7,0
-10,-8.6,0
-10,-8.5,0
-10,-8.4,0
-10,-8.3,0
-10,-8.2,0
-10,-8.1,0
-10,-8,0
-10,-7.9,0
-10,-7.8,0
-10,-7.7,0
-10,-7.6,0
-10,-7.5,0
-10,-7.4,0
-10,-7.3,0
-10,-7.2,0
-10,-7.1,0
-10,-7,0
-10,-6.9,0
-10,-6.8,0
-10,-6.7,0
-10,-6.6,0
-10,-6.5,0
-10,-6.4,0
-10,-6.3,0
-10,-6.2,0
-10,-6.1,0
-10,-6,0
-10,-5.9,0
-10,-5.8,0
-10,-5.7,0
-10,-5.6,0
-10,-5.5,0
-10,-5.4,0
-10,-5.3,0
-10,-5.2,0
-10,-5.1,0
-10,-5,0
-10,-4.9,0
-10,-4.8,0
-10,-4.7,0
-10,-4.6,0
-10,-4.5,0
-10,-4.4,0
-10,-4.3,0
-10,-4.2,0
-10,-4.1,0
-10,-4,0
-10,-3.9,0
-10,-3.8,0
-10,-3.7,0
-10,-3.6,0
-10,-3.5,0
-10,-3.4,0
-10,-3.3,0
-10,-3.2,0
-10,-3.1,0
-10,-3,0
-10,-2.9,0
-10,-2.8,0
-10,-2.7,0
-10,-2.6,0
-10,-2.5,0
-10,-2.4,0
-10,-2.3,0
-10,-2.2,0
-10,-2.1,0
-10,-2,0
-10,-1.9,0
-10,-1.8,0
-10,-1.7,0
-10,-1.6,0
-10,-1.5,0
-10,-1.4,0
-10,-1.3,0
-10,-1.2,0
-10,-1.1,0
-10,-1,0
-10,-0.9,0
-10,-0.8,0
-10,-0.7,0
-10,-0.6,0
-10,-0.5,0
-10,-0.4,0
-10,-0.3,0
-10,-0.2,0
-10,-0.1,0
-10,0,0
-10,0.1,0
-10,0.2,0
-10,0.3,0
-10,0.4,0
-10,0.5,0
-10,0.6,0
-10,0.7,0
-10,0.8,0
-10,0.9,0
-10,1,0
-10,1.1,0
-10,1.2,0
-10,1.3,0
-10,1.4,0
-10,1.5,0
-10,1.6,0
-10,1.7,0
-10,1.8,0
-10,1.9,0
-10,2,0
-10,2.1,0
-10,2.2,0
-10,2.3,0
-10,2.4,0
-10,2.5,0
-10,2.6,0
-10,2.7,0
-10,2.8,0
-10,2.9,0
-10,3,0
-10,3.1,0
-10,3.2,0
-10,3.3,0
-10,3.4,0
-10,3.5,0
-10,3.6,0
-10,3.7,0
-10,3.8,0
-10,3.9,0
-10,4,0
-10,4.1,0
-10,4.2,0
-10,4.3,0
-10,4.4,0
-10,4.5,0
-10,4.6,0
-10,4.7,0
-10,4.8,0
-10,4.9,0
-10,5,0
-10,5.1,0
-10,5.2,0
-10,5.3,0
-10,5.4,0
-10,5.5,0
-10,5.6,0
-10,5.7,0
-10,5.8,0
-10,5.9,0
-10,6,0
-10,6.1,0
-10,6.2,0
-10,6.3,0
-10,6.4,0
-10,6.5,0
-10,6.6,0
-10,6.7,0
-10,6.8,0
-10,6.9,0
-10,7,0
-10,7.1,0
-10,7.2,0
-10,7.3,0
-10,7.4,0
-10,7.5,0
-10,7.6,0
-10,7.7,0
-10,7.8,0
-10,7.9,0
-10,8,0
-10,8.1,0
-10,8.2,0
-10,8.3,0
-10,8.4,0
-10,8.5,0
-10,8.6,0
-10,8.7,0
-10,8.8,0
-10,8.9,0
-10,9,0
-10,9.1,0
-10,9.2,0
-10,9.3,0
-10,9.4,0
-10,9.5,0
-10,9.6,0
-10,9.7,0
-10,9.8,0
-10,9.9,0
-10,10,0

-9.9,-10,0
-9.9,-9.9,0.00276434
-9.9,-9.8,0.00552552
-9.9,-9.7,0.00828572
-9.9,-9.6,0.011045
-9.9,-9.5,0.0138042
-9.9,-9.4,0.0165636
-9.9,-9.3,0.0193238
-9.9,-9.2,0.0220853
-9.9,-9.1,0.0248485
-9.9,-9,0.0276139
-9.9,-8.9,0.0303818
-9.9,-8.8,0.0331527
-9.9,-8.7,0.0359269
-9.9,-8.6,0.0387049
-9.9,-8.5,0.0414868
-9.9,-8.4,0.044273
-9.9,-8.3,0.0470638
-9.9,-8.2,0.0498594
-9.9,-8.1,0.05266
-9.9,-8,0.0554658
-9.9,-7.9,0.058277
-9.9,-7.8,0.0610937
-9.9,-7.7,0.0639158
-9.9,-7.6,0.0667436
-9.9,-7.5,0.0695769
-9.9,-7.4,0.0724157
-9.9,-7.3,0.0752599
-9.9,-7.2,0.0781095
-9.9,-7.1,0.0809641
-9.9,-7,0.0838237
-9.9,-6.9,0.0866879
-9.9,-6.8,0.0895564
-9.9,-6.7,0.0924289
-9.9,-6.6,0.0953049
-9.9,-6.5,0.0981839
-9.9,-6.4,0.101065
-9.9,-6.3,0.103949
-9.9,-6.2,0.106834
-9.9,-6.1,0.109719
-9.9,-6,0.112605
-9.9,-5.9,0.115489
-9.9,-5.8,0.118372
-9.9,-5.7,0.121251
-9.9,-5.6,0.124128
-9.9,-5.5,0.126999
-9.9,-5.4,0.129865
-9.9,-5.3,0.132724
-9.9,-5.2,0.135574
-9.9,-5.1,0.138415
-9.9,-5,0.141245
-9.9,-4.9,0.144064
-9.9,-4.8,0.146868
-9.9,-4.7,0.149658
-9.9,-4.6,0.15243
-9.9,-4.5,0.155185
-9.9,-4.4,0.15792
-9.9,-4.3,0.160633
-9.9,-4.2,0.163323
-9.9,-4.1,0.165988
-9.9,-4,0.168626
-9.9,-3.9,0.171235
-9.9,-3.8,0.173813
-9.9,-3.7,0.176359
-9.9,-3.6,0.178871
-9.9,-3.5,0.181346
-9.9,-3.4,0.183782
-9.9,-3.3,0.186178
-9.9,-3.2,0.188532
-9.9,-3.1,0.19084
-9.9,-3,0.193103
-9.9,-2.9,0.195316
-9.9,-2.8,0.197479
-9.9,-2.7,0.199588
-9.9,-2.6,0.201643
-9.9,-2.5,0.203642
-9.9,-2.4,0.205581
-9.9,-2.3,0.20746
-9.9,-2.2,0.209275
-9.9,-2.1,0.211027
-9.9,-2,0.212711
-9.9,-1.9,0.214328
-9.9,-1.8,0.215874
-9.9,-1.7,0.217349
-9.9,-1.6,0.21875
-9.9,-1.5,0.220077
-9.9,-1.4,0.221327
-9.9,-1.3,0.222499
-9.9,-1.2,0.223592
-9.9,-1.1,0.224604
-9.9,-1,0.225535
-9.9,-0.9,0.226383
-9.9,-0.8,0.227148
-9.9,-0.7,0.227827
-9.9,-0.6,0.228422
-9.9,-0.5,0.22893
-9.9,-0.4,0.229351
-9.9,-0.3,0.229685
-9.9,-0.2,0.229932
-9.9,-0.1,0.230091
-9.9,0,0.230161
-9.9,0.1,0.230144
-9.9,0.2,0.230038
-9.9,0.3,0.229844
-9.9,0.4,0.229563
-9.9,0.5,0.229194
-9.9,0.6,0.228739
-9.9,0.7,0.228197
-9.9,0.8,0.22757
-9.9,0.9,0.226858
-9.9,1,0.226062
-9.9,1.1,0.225183
-9.9,1.2,0.224222
-9.9,1.3,0.223181
-9.9,1.4,0.22206
-9.9,1.5,0.22086
-9.9,1.6,0.219584
-9.9,1.7,0.218233
-9.9,1.8,0.216808
-9.9,1.9,0.215311
-9.9,2,0.213743
-9.9,2.1,0.212106
-9.9,2.2,0.210403
-9.9,2.3,0.208634
-9.9,2.4,0.206802
-9.9,2.5,0.204908
-9.9,2.6,0.202955
-9.9,2.7,0.200944
-9.9,2.8,0.198878
-9.9,2.9,0.196758
-9.9,3,0.194586
-9.9,3.1,0.192365
-9.9,3.2,0.190095
-9.9,3.3,0.187781
-9.9,3.4,0.185422
-9.9,3.5,0.183022
-9.9,3.6,0.180582
-9.9,3.7,0.178105
-9.9,3.8,0.175591
-9.9,3.9,0.173044
-9.9,4,0.170464
-9.9,4.1,0.167854
-9.9,4.2,0.165216
-9.9,4.3,0.162551
-9.9,4.4,0.159862
-9.9,4.5,0.157149
-9.9,4.6,0.154414
-9.9,4.7,0.151659
-9.9,4.8,0.148886
-9.9,4.9,0.146096
-9.9,5,0.143291
-9.9,5.1,0.140471
-9.9,5.2,0.137638
-9.9,5.3,0.134794
-9.9,5.4,0.13194
-9.9,5.5,0.129077
-9.9,5.6,0.126205
-9.9,5.7,0.123327
-9.9,5.8,0.120443
-9.9,5.9,0.117554
-9.9,6,0.114661
-9.9,6.1,0.111764
-9.9,6.2,0.108865
-9.9,6.3,0.105965
-9.9,6.4,0.103063
-9.9,6.5,0.100161
-9.9,6.6,0.0972597
-9.9,6.7,0.0943587
-9.9,6.8,0.0914589
-9.9,6.9,0.0885607
-9.9,7,0.0856645
-9.9,7.1,0.0827706
-9.9,7.2,0.0798794
-9.9,7.3,0.076991
-9.9,7.4,0.0741056
-9.9,7.5,0.0712235
-9.9,7.6,0.0683447
-9.9,7.7,0.0654694
-9.9,7.8,0.0625974
-9.9,7.9,0.059729
-9.9,8,0.056864
-9.9,8.1,0.0540024
-9.9,8.2,0.051144
-9.9,8.3,0.0482888
-9.9,8.4,0.0454367
-9.9,8.5,0.0425873
-9.9,8.6,0.0397406
-9.9,8.7,0.0368963
-9.9,8.8,0.0340542
-9.9,8.9,0.0312139
-9.9,9,0.0283753
-9.9,9.1,0.0255379
-9.9,9.2,0.0227015
-9.9,9.3,0.0198657
-9.9,9.4,0.0170302
-9.9,9.5,0.0141946
-9.9,9.6,0.0113584
-9.9,9.7,0.00852147
-9.9,9.8,0.00568307
-9.9,9.9,0.00284316
-9.9,10,0

-9.8,-10,0
-9.8,-9.9,0.00276556
-9.8,-9.8,0.00552707
-9.8,-9.7,0.0082871
-9.8,-9.6,0.0110453
-9.8,-9.5,0.0138026
-9.8,-9.4,0.0165594
-9.8,-9.3,0.019316
-9.8,-9.2,0.0220731
-9.8,-9.1,0.024831
-9.8,-9,0.0275902
-9.8,-8.9,0.0303511
-9.8,-8.8,0.033114
-9.8,-8.7,0.0358794
-9.8,-8.6,0.0386475
-9.8,-8.5,0.0414188
-9.8,-8.4,0.0441934
-9.8,-8.3,0.0469716
-9.8,-8.2,0.0497537
-9.8,-8.1,0.0525399
-9.8,-8,0.0553303
-9.8,-7.9,0.058125
-9.8,-7.8,0.0609243
-9.8,-7.7,0.0637281
-9.8,-7.6,0.0665364
-9.8,-7.5,0.0693493
-9.8,-7.4,0.0721667
-9.8,-7.3,0.0749884
-9.8,-7.2,0.0778145
-9.8,-7.1,0.0806446
-9.8,-7,0.0834786
