
# Surface 0 of 1 surfaces

# Curve title: ""MAC_boco_omega.csv""

# Contour 0, label:      7.3
-0.492328 -1.5  5.9 
-0.427421 -1.6  5.9 


# Contour 8, label:      5.7
-0.417988 -1.6  5.7 
-0.5 -1.66846  5.7 
-0.555286 -1.6  5.7 
-0.6 -1.53725  5.7 
-0.615706 -1.5  5.7 
-0.6 -1.45194  5.7 
-0.5 -1.48144  5.7 
-0.488251 -1.5  5.7 
-0.417988 -1.6  5.7 


# Contour 9, label:      5.5
-0.408555 -1.6  5.5 
-0.5 -1.67633  5.5 
-0.561645 -1.6  5.5 
-0.6 -1.54618  5.5 
-0.619468 -1.5  5.5 
-0.6 -1.44042  5.5 
-0.5 -1.47499  5.5 
-0.484173 -1.5  5.5 
-0.408555 -1.6  5.5 

-0.393709 -1.7  5.5 
-0.4 -1.70287  5.5 
-0.40704 -1.7  5.5 
-0.4 -1.67994  5.5 
-0.393709 -1.7  5.5 


# Contour 10, label:      5.3
-0.366076 -1.7  5.3 
-0.4 -1.71546  5.3 
-0.437964 -1.7  5.3 
-0.5 -1.6842  5.3 
-0.568004 -1.6  5.3 
-0.6 -1.5551  5.3 
-0.62323 -1.5  5.3 
-0.6 -1.42891  5.3 
-0.5 -1.46855  5.3 
-0.480096 -1.5  5.3 
-0.4 -1.59953  5.3 
-0.399176 -1.6  5.3 
-0.366076 -1.7  5.3 


# Contour 11, label:      5.1
-0.338443 -1.7  5.1 
-0.4 -1.72806  5.1 
-0.468889 -1.7  5.1 
-0.5 -1.69208  5.1 
-0.574363 -1.6  5.1 
-0.6 -1.56402  5.1 
-0.626993 -1.5  5.1 
-0.6 -1.4174  5.1 
-0.5 -1.46211  5.1 
-0.476018 -1.5  5.1 
-0.4 -1.59446  5.1 
-0.390319 -1.6  5.1 
-0.338443 -1.7  5.1 


# Contour 12, label:      4.9
-0.31081 -1.7  4.9 
-0.4 -1.74065  4.9 
-0.499813 -1.7  4.9 
-0.580722 -1.6  4.9 
-0.6 -1.57295  4.9 
-0.630755 -1.5  4.9 
-0.6 -1.40588  4.9 
-0.5 -1.45567  4.9 
-0.471941 -1.5  4.9 
-0.4 -1.5894  4.9 
-0.381462 -1.6  4.9 
-0.31081 -1.7  4.9 


# Contour 13, label:      4.7
-0.289377 -1.7  4.7 
-0.3 -1.73737  4.7 
-0.4 -1.75325  4.7 
-0.5 -1.70852  4.7 
-0.507703 -1.7  4.7 
-0.587081 -1.6  4.7 
-0.6 -1.58187  4.7 
-0.634517 -1.5  4.7 
-0.602625 -1.4  4.7 
-0.6 -1.39286  4.7 
-0.593984 -1.4  4.7 
-0.5 -1.44922  4.7 
-0.467863 -1.5  4.7 
-0.4 -1.58433  4.7 
-0.372605 -1.6  4.7 
-0.3 -1.69309  4.7 
-0.289377 -1.7  4.7 


# Contour 14, label:      4.5
-0.38462  0.4  4.5 
-0.4  0.394952  4.5 
-0.424133  0.4  4.5 
-0.4  0.405511  4.5 
-0.38462  0.4  4.5 

-0.271929 -1.7  4.5 
-0.3 -1.79876  4.5 
-0.4 -1.76584  4.5 
-0.5 -1.7171  4.5 
-0.515453 -1.7  4.5 
-0.59344 -1.6  4.5 
-0.6 -1.59079  4.5 
-0.63828 -1.5  4.5 
-0.607992 -1.4  4.5 
-0.6 -1.37825  4.5 
-0.581684 -1.4  4.5 
-0.5 -1.44278  4.5 
-0.463786 -1.5  4.5 
-0.4 -1.57926  4.5 
-0.363748 -1.6  4.5 
-0.3 -1.68173  4.5 
-0.271929 -1.7  4.5 


# Contour 15, label:      4.3
-0.364392  0.4  4.3 
-0.4  0.388313  4.3 
-0.455873  0.4  4.3 
-0.4  0.412758  4.3 
-0.364392  0.4  4.3 

-0.212385 -1.8  4.3 
-0.3 -1.81391  4.3 
-0.336403 -1.8  4.3 
-0.4 -1.77844  4.3 
-0.5 -1.72568  4.3 
-0.523204 -1.7  4.3 
-0.599799 -1.6  4.3 
-0.6 -1.59972  4.3 
-0.642042 -1.5  4.3 
-0.613359 -1.4  4.3 
-0.6 -1.36364  4.3 
-0.569383 -1.4  4.3 
-0.5 -1.43634  4.3 
-0.459708 -1.5  4.3 
-0.4 -1.57419  4.3 
-0.354891 -1.6  4.3 
-0.3 -1.67038  4.3 
-0.25448 -1.7  4.3 
-0.212385 -1.8  4.3 


# Contour 16, label:      4.1
-0.344164  0.4  4.1 
-0.4  0.381674  4.1 
-0.487613  0.4  4.1 
-0.4  0.420006  4.1 
-0.344164  0.4  4.1 

-0.16727 -1.8  4.1 
-0.2 -1.82518  4.1 
-0.3 -1.82811  4.1 
-0.373557 -1.8  4.1 
-0.4 -1.79104  4.1 
-0.5 -1.73425  4.1 
-0.530954 -1.7  4.1 
-0.6 -1.6098  4.1 
-0.605642 -1.6  4.1 
-0.645804 -1.5  4.1 
-0.618726 -1.4  4.1 
-0.6 -1.34903  4.1 
-0.557082 -1.4  4.1 
-0.5 -1.4299  4.1 
-0.455631 -1.5  4.1 
-0.4 -1.56913  4.1 
-0.346034 -1.6  4.1 
-0.3 -1.65902  4.1 
-0.237031 -1.7  4.1 
-0.2 -1.77113  4.1 
-0.16727 -1.8  4.1 


# Contour 17, label:      3.9
-0.323937  0.4  3.9 
-0.4  0.375035  3.9 
-0.5  0.395632  3.9 
-0.504125  0.4  3.9 
-0.5  0.407317  3.9 
-0.4  0.427254  3.9 
-0.323937  0.4  3.9 

-0.129278 -1.8  3.9 
-0.2 -1.8544  3.9 
-0.3 -1.84231  3.9 
-0.4 -1.80318  3.9 
-0.404146 -1.8  3.9 
-0.5 -1.74283  3.9 
-0.538704 -1.7  3.9 
-0.6 -1.61993  3.9 
-0.611469 -1.6  3.9 
-0.649567 -1.5  3.9 
-0.624094 -1.4  3.9 
-0.6 -1.33442  3.9 
-0.544781 -1.4  3.9 
-0.5 -1.42345  3.9 
-0.451553 -1.5  3.9 
-0.4 -1.56406  3.9 
-0.337177 -1.6  3.9 
-0.3 -1.64766  3.9 
-0.219583 -1.7  3.9 
-0.2 -1.73761  3.9 
-0.129278 -1.8  3.9 


# Contour 18, label:      3.7
-0.303709  0.4  3.7 
-0.4  0.368396  3.7 
-0.5  0.388468  3.7 
-0.51089  0.4  3.7 
-0.5  0.419318  3.7 
-0.4  0.434501  3.7 
-0.303709  0.4  3.7 

-0.0918829 -1.8  3.7 
-0.1 -1.87176  3.7 
-0.2 -1.88363  3.7 
-0.3 -1.85651  3.7 
-0.4 -1.81423  3.7 
-0.418525 -1.8  3.7 
-0.5 -1.75141  3.7 
-0.546454 -1.7  3.7 
-0.6 -1.63005  3.7 
-0.617295 -1.6  3.7 
-0.653329 -1.5  3.7 
-0.629461 -1.4  3.7 
-0.6 -1.31982  3.7 
-0.532481 -1.4  3.7 
-0.5 -1.41701  3.7 
-0.447476 -1.5  3.7 
-0.4 -1.55899  3.7 
-0.32832 -1.6  3.7 
-0.3 -1.63631  3.7 
-0.202134 -1.7  3.7 
-0.2 -1.7041  3.7 
-0.1 -1.79533  3.7 
-0.0918829 -1.8  3.7 


# Contour 19, label:      3.5
-0.280112  0.4  3.5 
-0.3  0.391979  3.5 
-0.4  0.361757  3.5 
-0.5  0.381304  3.5 
-0.517655  0.4  3.5 
-0.5  0.431319  3.5 
-0.4  0.441749  3.5 
-0.3  0.408078  3.5 
-0.280112  0.4  3.5 

 0.00752987 -1.9  3.5 
 0 -1.90429  3.5 
-0.1 -1.92036  3.5 
-0.2 -1.90688  3.5 
-0.217577 -1.9  3.5 
-0.3 -1.87071  3.5 
-0.4 -1.82528  3.5 
-0.432905 -1.8  3.5 
-0.5 -1.75998  3.5 
-0.554204 -1.7  3.5 
-0.6 -1.64018  3.5 
-0.623122 -1.6  3.5 
-0.657091 -1.5  3.5 
-0.634828 -1.4  3.5 
-0.6 -1.30521  3.5 
-0.52018 -1.4  3.5 
-0.5 -1.41057  3.5 
-0.443398 -1.5  3.5 
-0.4 -1.55393  3.5 
-0.319463 -1.6  3.5 
-0.3 -1.62495  3.5 
-0.2 -1.69079  3.5 
-0.180735 -1.7  3.5 
-0.1 -1.77495  3.5 
-0.0564909 -1.8  3.5 
 0 -1.89387  3.5 
 0.00752987 -1.9  3.5 


# Contour 20, label:      3.3
-0.255759  0.4  3.3 
-0.3  0.382158  3.3 
-0.4  0.355118  3.3 
-0.5  0.37414  3.3 
-0.52442  0.4  3.3 
-0.5  0.44332  3.3 
-0.4  0.448997  3.3 
-0.3  0.41797  3.3 
-0.255759  0.4  3.3 

 0.0797242 -1.9  3.3 
 0 -1.94547  3.3 
-0.1 -1.94274  3.3 
-0.2 -1.92252  3.3 
-0.25754 -1.9  3.3 
-0.3 -1.88491  3.3 
-0.4 -1.83632  3.3 
-0.447284 -1.8  3.3 
-0.5 -1.76856  3.3 
-0.561954 -1.7  3.3 
-0.6 -1.6503  3.3 
-0.628949 -1.6  3.3 
-0.660854 -1.5  3.3 
-0.640195 -1.4  3.3 
-0.605055 -1.3  3.3 
-0.6 -1.28172  3.3 
-0.585724 -1.3  3.3 
-0.507879 -1.4  3.3 
-0.5 -1.40413  3.3 
-0.439321 -1.5  3.3 
-0.4 -1.54886  3.3 
-0.310606 -1.6  3.3 
-0.3 -1.6136  3.3 
-0.2 -1.68031  3.3 
-0.158786 -1.7  3.3 
-0.1 -1.75457  3.3 
-0.0210989 -1.8  3.3 
 0 -1.83506  3.3 
 0.0797242 -1.9  3.3 


# Contour 21, label:      3.1
-0.231406  0.4  3.1 
-0.3  0.372337  3.1 
-0.4  0.348479  3.1 
-0.5  0.366976  3.1 
-0.531184  0.4  3.1 
-0.5  0.45532  3.1 
-0.4  0.456244  3.1 
-0.3  0.427862  3.1 
-0.231406  0.4  3.1 

 0.146724 -1.9  3.1 
 0.1 -1.99686  3.1 
 0 -1.98664  3.1 
-0.1 -1.96513  3.1 
-0.2 -1.93816  3.1 
-0.297502 -1.9  3.1 
-0.3 -1.89911  3.1 
-0.4 -1.84737  3.1 
-0.461664 -1.8  3.1 
-0.5 -1.77714  3.1 
-0.569705 -1.7  3.1 
-0.6 -1.66042  3.1 
-0.634775 -1.6  3.1 
-0.664616 -1.5  3.1 
-0.645562 -1.4  3.1 
-0.612912 -1.3  3.1 
-0.6 -1.25331  3.1 
-0.563538 -1.3  3.1 
-0.5 -1.38885  3.1 
-0.497734 -1.4  3.1 
-0.435243 -1.5  3.1 
-0.4 -1.54379  3.1 
-0.301749 -1.6  3.1 
-0.3 -1.60224  3.1 
-0.2 -1.66982  3.1 
-0.136836 -1.7  3.1 
-0.1 -1.7342  3.1 
 0 -1.79248  3.1 
 0.0163519 -1.8  3.1 
 0.1 -1.87418  3.1 
 0.146724 -1.9  3.1 


# Contour 22, label:      2.9
-0.207053  0.4  2.9 
-0.3  0.362515  2.9 
-0.4  0.34184  2.9 
-0.5  0.359812  2.9 
-0.537949  0.4  2.9 
-0.5  0.467321  2.9 
-0.4  0.463492  2.9 
-0.3  0.437753  2.9 
-0.207053  0.4  2.9 

 0.2991 -2  2.9 
 0.2 -2.02754  2.9 
 0.1 -2.02703  2.9 
 0 -2.01401  2.9 
-0.0547662 -2  2.9 
-0.1 -1.98751  2.9 
-0.2 -1.9538  2.9 
-0.3 -1.91278  2.9 
-0.319936 -1.9  2.9 
-0.4 -1.85841  2.9 
-0.476044 -1.8  2.9 
-0.5 -1.78571  2.9 
-0.577455 -1.7  2.9 
-0.6 -1.67055  2.9 
-0.640602 -1.6  2.9 
-0.668378 -1.5  2.9 
-0.650929 -1.4  2.9 
-0.620768 -1.3  2.9 
-0.6 -1.22489  2.9 
-0.541351 -1.3  2.9 
-0.5 -1.35782  2.9 
-0.491428 -1.4  2.9 
-0.431166 -1.5  2.9 
-0.4 -1.53873  2.9 
-0.3 -1.5936  2.9 
-0.287576 -1.6  2.9 
-0.2 -1.65933  2.9 
-0.114887 -1.7  2.9 
-0.1 -1.71382  2.9 
 0 -1.77387  2.9 
 0.0568418 -1.8  2.9 
 0.1 -1.83827  2.9 
 0.2 -1.8945  2.9 
 0.212147 -1.9  2.9 
 0.2991 -2  2.9 


# Contour 23, label:      2.7
-0.173833  0.4  2.7 
-0.2  0.390419  2.7 
-0.3  0.352694  2.7 
-0.4  0.335201  2.7 
-0.5  0.352648  2.7 
-0.544714  0.4  2.7 
-0.5  0.479322  2.7 
-0.4  0.47074  2.7 
-0.3  0.447645  2.7 
-0.2  0.410366  2.7 
-0.173833  0.4  2.7 

 0.418308 -2  2.7 
 0.4 -2.03411  2.7 
 0.3 -2.07449  2.7 
 0.2 -2.06924  2.7 
 0.1 -2.0547  2.7 
 0 -2.03475  2.7 
-0.1 -2.00773  2.7 
-0.118443 -2  2.7 
-0.2 -1.96944  2.7 
-0.3 -1.92642  2.7 
-0.341201 -1.9  2.7 
-0.4 -1.86946  2.7 
-0.490423 -1.8  2.7 
-0.5 -1.79429  2.7 
-0.585205 -1.7  2.7 
-0.6 -1.68067  2.7 
-0.646428 -1.6  2.7 
-0.672141 -1.5  2.7 
-0.656297 -1.4  2.7 
-0.628624 -1.3  2.7 
-0.601262 -1.2  2.7 
-0.6 -1.1953  2.7 
-0.596445 -1.2  2.7 
-0.519165 -1.3  2.7 
-0.5 -1.3268  2.7 
-0.485123 -1.4  2.7 
-0.427088 -1.5  2.7 
-0.4 -1.53366  2.7 
-0.3 -1.58562  2.7 
-0.272095 -1.6  2.7 
-0.2 -1.64884  2.7 
-0.1 -1.69623  2.7 
-0.090223 -1.7  2.7 
 0 -1.75526  2.7 
 0.0973317 -1.8  2.7 
 0.1 -1.80237  2.7 
 0.2 -1.86395  2.7 
 0.279628 -1.9  2.7 
 0.3 -1.9233  2.7 
 0.4 -1.99104  2.7 
 0.418308 -2  2.7 


# Contour 24, label:      2.5
-0.137  0.4  2.5 
-0.2  0.376931  2.5 
-0.3  0.342873  2.5 
-0.4  0.328562  2.5 
-0.5  0.345484  2.5 
-0.551479  0.4  2.5 
-0.5  0.491322  2.5 
-0.4  0.477987  2.5 
-0.3  0.457537  2.5 
-0.2  0.424957  2.5 
-0.137  0.4  2.5 

 0.617475 -2.1  2.5 
 0.6 -2.10688  2.5 
 0.5 -2.12538  2.5 
 0.4 -2.12706  2.5 
 0.3 -2.11999  2.5 
 0.2 -2.1065  2.5 
 0.170836 -2.1  2.5 
 0.1 -2.08237  2.5 
 0 -2.05548  2.5 
-0.1 -2.02521  2.5 
-0.160173 -2  2.5 
-0.2 -1.98507  2.5 
-0.3 -1.94005  2.5 
-0.362467 -1.9  2.5 
-0.4 -1.8805  2.5 
-0.5 -1.80438  2.5 
-0.504154 -1.8  2.5 
-0.592955 -1.7  2.5 
-0.6 -1.6908  2.5 
-0.652255 -1.6  2.5 
-0.675903 -1.5  2.5 
-0.661664 -1.4  2.5 
-0.636481 -1.3  2.5 
-0.611458 -1.2  2.5 
-0.6 -1.15737  2.5 
-0.567733 -1.2  2.5 
-0.5 -1.29454  2.5 
-0.498922 -1.3  2.5 
-0.478817 -1.4  2.5 
-0.423011 -1.5  2.5 
-0.4 -1.52859  2.5 
-0.3 -1.57765  2.5 
-0.256614 -1.6  2.5 
-0.2 -1.63835  2.5 
-0.1 -1.6845  2.5 
-0.0598362 -1.7  2.5 
 0 -1.73665  2.5 
 0.1 -1.78204  2.5 
 0.146085 -1.8  2.5 
 0.2 -1.83339  2.5 
 0.3 -1.87959  2.5 
 0.351969 -1.9  2.5 
 0.4 -1.9357  2.5 
 0.5 -1.98684  2.5 
 0.531759 -2  2.5 
 0.6 -2.08784  2.5 
 0.617475 -2.1  2.5 


# Contour 25, label:      2.3
-0.100166  0.4  2.3 
-0.2  0.363444  2.3 
-0.3  0.333051  2.3 
-0.4  0.321924  2.3 
-0.5  0.33832  2.3 
-0.558244  0.4  2.3 
-0.506763  0.5  2.3 
-0.5  0.502212  2.3 
-0.488034  0.5  2.3 
-0.4  0.485235  2.3 
-0.3  0.467428  2.3 
-0.2  0.439548  2.3 
-0.100166  0.4  2.3 

 0.817764 -2.1  2.3 
 0.8 -2.14106  2.3 
 0.7 -2.19141  2.3 
 0.6 -2.19023  2.3 
 0.5 -2.18011  2.3 
 0.4 -2.16643  2.3 
 0.3 -2.15028  2.3 
 0.2 -2.1313  2.3 
 0.1 -2.10787  2.3 
 0.0759629 -2.1  2.3 
 0 -2.07622  2.3 
-0.1 -2.04269  2.3 
-0.2 -2.00077  2.3 
-0.201325 -2  2.3 
-0.3 -1.95368  2.3 
-0.383732 -1.9  2.3 
-0.4 -1.89155  2.3 
-0.5 -1.8175  2.3 
-0.516591 -1.8  2.3 
-0.6 -1.70134  2.3 
-0.600932 -1.7  2.3 
-0.658081 -1.6  2.3 
-0.679665 -1.5  2.3 
-0.667031 -1.4  2.3 
-0.644337 -1.3  2.3 
-0.621653 -1.2  2.3 
-0.6 -1.11943  2.3 
-0.53902 -1.2  2.3 
-0.5 -1.25446  2.3 
-0.491008 -1.3  2.3 
-0.472512 -1.4  2.3 
-0.418933 -1.5  2.3 
-0.4 -1.52353  2.3 
-0.3 -1.56967  2.3 
-0.241133 -1.6  2.3 
-0.2 -1.62787  2.3 
-0.1 -1.67277  2.3 
-0.0294494 -1.7  2.3 
 0 -1.71804  2.3 
 0.1 -1.76282  2.3 
 0.195422 -1.8  2.3 
 0.2 -1.80284  2.3 
 0.3 -1.85036  2.3 
 0.4 -1.88954  2.3 
 0.429946 -1.9  2.3 
 0.5 -1.93939  2.3 
 0.6 -1.98218  2.3 
 0.648754 -2  2.3 
 0.7 -2.04103  2.3 
 0.8 -2.0927  2.3 
 0.817764 -2.1  2.3 


# Contour 26, label:      2.1
-0.0518233  0.4  2.1 
-0.1  0.384101  2.1 
-0.2  0.349957  2.1 
-0.3  0.32323  2.1 
-0.4  0.315285  2.1 
-0.5  0.331156  2.1 
-0.565009  0.4  2.1 
-0.531188  0.5  2.1 
-0.5  0.5102  2.1 
-0.444821  0.5  2.1 
-0.4  0.492483  2.1 
-0.3  0.47732  2.1 
-0.2  0.454139  2.1 
-0.1  0.420406  2.1 
-0.0518233  0.4  2.1 

 1.1578 -2.2  2.1 
 1.1 -2.22737  2.1 
 1 -2.24782  2.1 
 0.9 -2.25287  2.1 
 0.8 -2.25043  2.1 
 0.7 -2.24354  2.1 
 0.6 -2.23344  2.1 
 0.5 -2.22044  2.1 
 0.4 -2.20416  2.1 
 0.381306 -2.2  2.1 
 0.3 -2.18058  2.1 
 0.2 -2.15609  2.1 
 0.1 -2.12956  2.1 
 0.00972678 -2.1  2.1 
 0 -2.09695  2.1 
-0.1 -2.06017  2.1 
-0.2 -2.01773  2.1 
-0.230372 -2  2.1 
-0.3 -1.96732  2.1 
-0.4 -1.90366  2.1 
-0.404253 -1.9  2.1 
-0.5 -1.83061  2.1 
-0.529028 -1.8  2.1 
-0.6 -1.71605  2.1 
-0.611169 -1.7  2.1 
-0.663908 -1.6  2.1 
-0.683428 -1.5  2.1 
-0.672398 -1.4  2.1 
-0.652194 -1.3  2.1 
-0.631849 -1.2  2.1 
-0.606308 -1.1  2.1 
-0.6 -1.07991  2.1 
-0.583329 -1.1  2.1 
-0.510308 -1.2  2.1 
-0.5 -1.21439  2.1 
-0.483095 -1.3  2.1 
-0.466207 -1.4  2.1 
-0.414856 -1.5  2.1 
-0.4 -1.51846  2.1 
-0.3 -1.5617  2.1 
-0.225652 -1.6  2.1 
-0.2 -1.61738  2.1 
-0.1 -1.66104  2.1 
 0 -1.69957  2.1 
 0.00134209 -1.7  2.1 
 0.1 -1.7436  2.1 
 0.2 -1.78119  2.1 
 0.25565 -1.8  2.1 
 0.3 -1.82113  2.1 
 0.4 -1.86007  2.1 
 0.5 -1.89481  2.1 
 0.516455 -1.9  2.1 
 0.6 -1.93807  2.1 
 0.7 -1.97537  2.1 
 0.774855 -2  2.1 
 0.8 -2.01501  2.1 
 0.9 -2.06131  2.1 
 1 -2.09719  2.1 
 1.00889 -2.1  2.1 
 1.1 -2.17242  2.1 
 1.1578 -2.2  2.1 


# Contour 27, label:      1.9
-0.00342875  0.4  1.9 
-0.1  0.36813  1.9 
-0.2  0.33647  1.9 
-0.3  0.313409  1.9 
-0.4  0.308646  1.9 
-0.5  0.323992  1.9 
-0.571774  0.4  1.9 
-0.555613  0.5  1.9 
-0.5  0.518188  1.9 
-0.401608  0.5  1.9 
-0.4  0.49973  1.9 
-0.3  0.487212  1.9 
-0.2  0.46873  1.9 
-0.1  0.440905  1.9 
-0.00342875  0.4  1.9 

 1.62525 -2.3  1.9 
 1.6 -2.30542  1.9 
 1.5 -2.32201  1.9 
 1.4 -2.33137  1.9 
 1.3 -2.33516  1.9 
 1.2 -2.33476  1.9 
 1.1 -2.33116  1.9 
 1 -2.32495  1.9 
 0.9 -2.31645  1.9 
 0.8 -2.30567  1.9 
 0.759804 -2.3  1.9 
 0.7 -2.28972  1.9 
 0.6 -2.27131  1.9 
 0.5 -2.25255  1.9 
 0.4 -2.23239  1.9 
 0.3 -2.2093  1.9 
 0.268215 -2.2  1.9 
 0.2 -2.18089  1.9 
 0.1 -2.15125  1.9 
 0 -2.11756  1.9 
-0.040022 -2.1  1.9 
-0.1 -2.07765  1.9 
-0.2 -2.03468  1.9 
-0.259418 -2  1.9 
-0.3 -1.98095  1.9 
-0.4 -1.91924  1.9 
-0.422351 -1.9  1.9 
-0.5 -1.84373  1.9 
-0.541465 -1.8  1.9 
-0.6 -1.73076  1.9 
-0.621407 -1.7  1.9 
-0.669735 -1.6  1.9 
-0.68719 -1.5  1.9 
-0.677765 -1.4  1.9 
-0.66005 -1.3  1.9 
-0.642044 -1.2  1.9 
-0.619239 -1.1  1.9 
-0.6 -1.03873  1.9 
-0.549157 -1.1  1.9 
-0.5 -1.16918  1.9 
-0.493679 -1.2  1.9 
-0.475181 -1.3  1.9 
-0.459901 -1.4  1.9 
-0.410778 -1.5  1.9 
-0.4 -1.51339  1.9 
-0.3 -1.55372  1.9 
-0.21017 -1.6  1.9 
-0.2 -1.60689  1.9 
-0.1 -1.64931  1.9 
 0 -1.68572  1.9 
 0.0448459 -1.7  1.9 
 0.1 -1.72437  1.9 
 0.2 -1.76046  1.9 
 0.3 -1.79371  1.9 
 0.321068 -1.8  1.9 
 0.4 -1.83059  1.9 
 0.5 -1.86429  1.9 
 0.6 -1.89562  1.9 
 0.615254 -1.9  1.9 
 0.7 -1.93255  1.9 
 0.8 -1.9656  1.9 
 0.9 -1.99547  1.9 
 0.916617 -2  1.9 
 1 -2.03355  1.9 
 1.1 -2.06653  1.9 
 1.2 -2.09481  1.9 
 1.22076 -2.1  1.9 
 1.3 -2.13645  1.9 
 1.4 -2.17079  1.9 
 1.5 -2.19826  1.9 
 1.50746 -2.2  1.9 
 1.6 -2.286  1.9 
 1.62525 -2.3  1.9 


# Contour 28, label:      1.7
 0.0494755  0.4  1.7 
 0  0.383354  1.7 
-0.1  0.352159  1.7 
-0.2  0.322982  1.7 
-0.3  0.303587  1.7 
-0.4  0.302007  1.7 
-0.5  0.316828  1.7 
-0.578539  0.4  1.7 
-0.580039  0.5  1.7 
-0.5  0.526177  1.7 
-0.4  0.510175  1.7 
-0.32332  0.5  1.7 
-0.3  0.497104  1.7 
-0.2  0.483321  1.7 
-0.1  0.461404  1.7 
 0  0.425862  1.7 
 0.0494755  0.4  1.7 

 2.55505 -2.3  1.7 
 2.5 -2.35202  1.7 
 2.4122 -2.4  1.7 
 2.4 -2.40133  1.7 
 2.3 -2.41046  1.7 
 2.2 -2.41763  1.7 
 2.1 -2.42311  1.7 
 2 -2.42703  1.7 
 1.9 -2.4294  1.7 
 1.8 -2.43021  1.7 
 1.7 -2.42947  1.7 
 1.6 -2.42715  1.7 
 1.5 -2.42325  1.7 
 1.4 -2.41776  1.7 
 1.3 -2.4107  1.7 
 1.2 -2.402  1.7 
 1.18208 -2.4  1.7 
 1.1 -2.38859  1.7 
 1 -2.37411  1.7 
 0.9 -2.35923  1.7 
 0.8 -2.34361  1.7 
 0.7 -2.3267  1.7 
 0.6 -2.30773  1.7 
 0.56631 -2.3  1.7 
 0.5 -2.28467  1.7 
 0.4 -2.26061  1.7 
 0.3 -2.23518  1.7 
 0.2 -2.20573  1.7 
 0.184476 -2.2  1.7 
 0.1 -2.17295  1.7 
 0 -2.13815  1.7 
-0.086933 -2.1  1.7 
-0.1 -2.09513  1.7 
-0.2 -2.05163  1.7 
-0.288465 -2  1.7 
-0.3 -1.99459  1.7 
-0.4 -1.93481  1.7 
-0.440448 -1.9  1.7 
-0.5 -1.85684  1.7 
-0.553902 -1.8  1.7 
-0.6 -1.74547  1.7 
-0.631644 -1.7  1.7 
-0.675561 -1.6  1.7 
-0.690952 -1.5  1.7 
-0.683133 -1.4  1.7 
-0.667906 -1.3  1.7 
-0.65224 -1.2  1.7 
-0.63217 -1.1  1.7 
-0.600995 -1  1.7 
-0.6 -0.997467  1.7 
-0.597407 -1  1.7 
-0.514985 -1.1  1.7 
-0.5 -1.12109  1.7 
-0.483818 -1.2  1.7 
-0.467267 -1.3  1.7 
-0.453596 -1.4  1.7 
-0.406701 -1.5  1.7 
-0.4 -1.50833  1.7 
-0.3 -1.54574  1.7 
-0.2 -1.59558  1.7 
-0.190329 -1.6  1.7 
-0.1 -1.63758  1.7 
 0 -1.67187  1.7 
 0.0883497 -1.7  1.7 
 0.1 -1.70515  1.7 
 0.2 -1.73972  1.7 
 0.3 -1.77098  1.7 
 0.397125 -1.8  1.7 
 0.4 -1.80111  1.7 
 0.5 -1.83378  1.7 
 0.6 -1.86359  1.7 
 0.7 -1.89189  1.7 
 0.730808 -1.9  1.7 
