
# Surface 0 of 1 surfaces

# Curve title: ""MAC_example_omega.csv""

# Contour 0, label:      6.9
-0.455434 -0.7  4.5 
-0.5 -0.685303  4.5 
-0.572368 -0.6  4.5 
-0.6 -0.553482  4.5 
-0.624532 -0.5  4.5 
-0.6 -0.438588  4.5 
-0.5 -0.459652  4.5 
-0.462551 -0.5  4.5 
-0.4 -0.56215  4.5 
-0.315693 -0.6  4.5 
-0.3 -0.636718  4.5 
-0.222396 -0.7  4.5 


# Contour 13, label:      4.3
-0.190184 -0.7  4.3 
-0.2 -0.711973  4.3 
-0.3 -0.749603  4.3 
-0.4 -0.734539  4.3 
-0.474883 -0.7  4.3 
-0.5 -0.691717  4.3 
-0.577809 -0.6  4.3 
-0.6 -0.562642  4.3 
-0.628734 -0.5  4.3 
-0.6 -0.42807  4.3 
-0.5 -0.454161  4.3 
-0.457454 -0.5  4.3 
-0.4 -0.557086  4.3 
-0.304412 -0.6  4.3 
-0.3 -0.610324  4.3 
-0.2 -0.695294  4.3 
-0.190184 -0.7  4.3 


# Contour 14, label:      4.1
-0.15832 -0.7  4.1 
-0.2 -0.750841  4.1 
-0.3 -0.764202  4.1 
-0.4 -0.74351  4.1 
-0.494332 -0.7  4.1 
-0.5 -0.698131  4.1 
-0.58325 -0.6  4.1 
-0.6 -0.571802  4.1 
-0.632936 -0.5  4.1 
-0.6 -0.417551  4.1 
-0.5 -0.44867  4.1 
-0.452357 -0.5  4.1 
-0.4 -0.552022  4.1 
-0.3 -0.595875  4.1 
-0.289587 -0.6  4.1 
-0.2 -0.680018  4.1 
-0.15832 -0.7  4.1 


# Contour 15, label:      3.9
-0.126457 -0.7  3.9 
-0.2 -0.78971  3.9 
-0.3 -0.778802  3.9 
-0.4 -0.752481  3.9 
-0.5 -0.705854  3.9 
-0.505764 -0.7  3.9 
-0.588692 -0.6  3.9 
-0.6 -0.580963  3.9 
-0.637138 -0.5  3.9 
-0.6 -0.407033  3.9 
-0.5 -0.443178  3.9 
-0.44726 -0.5  3.9 
-0.4 -0.546957  3.9 
-0.3 -0.5891  3.9 
-0.272484 -0.6  3.9 
-0.2 -0.664742  3.9 
-0.126457 -0.7  3.9 


# Contour 16, label:      3.7
-0.0700397 -0.8  3.7 
-0.1 -0.806147  3.7 
-0.2 -0.809952  3.7 
-0.261929 -0.8  3.7 
-0.3 -0.793401  3.7 
-0.4 -0.761452  3.7 
-0.5 -0.714117  3.7 
-0.513898 -0.7  3.7 
-0.594133 -0.6  3.7 
-0.6 -0.590123  3.7 
-0.64134 -0.5  3.7 
-0.602185 -0.4  3.7 
-0.6 -0.395716  3.7 
-0.595394 -0.4  3.7 
-0.5 -0.437687  3.7 
-0.442163 -0.5  3.7 
-0.4 -0.541893  3.7 
-0.3 -0.582324  3.7 
-0.255381 -0.6  3.7 
-0.2 -0.649466  3.7 
-0.1 -0.69754  3.7 
-0.0933439 -0.7  3.7 
-0.0700397 -0.8  3.7 


# Contour 17, label:      3.5
 0.0192737 -0.8  3.5 
 0 -0.807009  3.5 
-0.1 -0.825074  3.5 
-0.2 -0.823488  3.5 
-0.3 -0.806083  3.5 
-0.314252 -0.8  3.5 
-0.4 -0.770423  3.5 
-0.5 -0.722379  3.5 
-0.522033 -0.7  3.5 
-0.599574 -0.6  3.5 
-0.6 -0.599283  3.5 
-0.645542 -0.5  3.5 
-0.60878 -0.4  3.5 
-0.6 -0.382791  3.5 
-0.581494 -0.4  3.5 
-0.5 -0.432196  3.5 
-0.437066 -0.5  3.5 
-0.4 -0.536829  3.5 
-0.3 -0.575549  3.5 
-0.238278 -0.6  3.5 
-0.2 -0.63419  3.5 
-0.1 -0.683042  3.5 
-0.0541213 -0.7  3.5 
 0 -0.785147  3.5 
 0.0192737 -0.8  3.5 


# Contour 18, label:      3.3
 0.0993474 -0.8  3.3 
 0 -0.836126  3.3 
-0.1 -0.844001  3.3 
-0.2 -0.837024  3.3 
-0.3 -0.817183  3.3 
-0.34026 -0.8  3.3 
-0.4 -0.779394  3.3 
-0.5 -0.730641  3.3 
-0.530167 -0.7  3.3 
-0.6 -0.609696  3.3 
-0.60625 -0.6  3.3 
-0.649744 -0.5  3.3 
-0.615374 -0.4  3.3 
-0.6 -0.369865  3.3 
-0.567594 -0.4  3.3 
-0.5 -0.426704  3.3 
-0.431969 -0.5  3.3 
-0.4 -0.531764  3.3 
-0.3 -0.568774  3.3 
-0.221175 -0.6  3.3 
-0.2 -0.618913  3.3 
-0.1 -0.668545  3.3 
-0.0148987 -0.7  3.3 
 0 -0.72344  3.3 
 0.0993474 -0.8  3.3 


# Contour 19, label:      3.1
 0.182899 -0.8  3.1 
 0.1 -0.8486  3.1 
 0 -0.865244  3.1 
-0.1 -0.862927  3.1 
-0.2 -0.850559  3.1 
-0.3 -0.828284  3.1 
-0.366267 -0.8  3.1 
-0.4 -0.788364  3.1 
-0.5 -0.738903  3.1 
-0.538302 -0.7  3.1 
-0.6 -0.620215  3.1 
-0.613032 -0.6  3.1 
-0.653946 -0.5  3.1 
-0.621969 -0.4  3.1 
-0.6 -0.356939  3.1 
-0.553694 -0.4  3.1 
-0.5 -0.421213  3.1 
-0.426872 -0.5  3.1 
-0.4 -0.5267  3.1 
-0.3 -0.561999  3.1 
-0.204072 -0.6  3.1 
-0.2 -0.603637  3.1 
-0.1 -0.654047  3.1 
 0 -0.690366  3.1 
 0.0318377 -0.7  3.1 
 0.1 -0.75724  3.1 
 0.182899 -0.8  3.1 


# Contour 20, label:      2.9
 0.273936 -0.8  2.9 
 0.2 -0.874992  2.9 
 0.1 -0.897599  2.9 
 0 -0.894361  2.9 
-0.1 -0.881854  2.9 
-0.2 -0.864095  2.9 
-0.3 -0.839384  2.9 
-0.392274 -0.8  2.9 
-0.4 -0.797335  2.9 
-0.5 -0.747166  2.9 
-0.546436 -0.7  2.9 
-0.6 -0.630734  2.9 
-0.619813 -0.6  2.9 
-0.658148 -0.5  2.9 
-0.628563 -0.4  2.9 
-0.6 -0.344013  2.9 
-0.539794 -0.4  2.9 
-0.5 -0.415722  2.9 
-0.421775 -0.5  2.9 
-0.4 -0.521636  2.9 
-0.3 -0.555224  2.9 
-0.2 -0.592995  2.9 
-0.178169 -0.6  2.9 
-0.1 -0.63955  2.9 
 0 -0.674832  2.9 
 0.0831763 -0.7  2.9 
 0.1 -0.714128  2.9 
 0.2 -0.769559  2.9 
 0.273936 -0.8  2.9 


# Contour 21, label:      2.7
 0.368206 -0.9  2.7 
 0.3 -0.910351  2.7 
 0.2 -0.918487  2.7 
 0.1 -0.919562  2.7 
 0 -0.913945  2.7 
-0.1 -0.900631  2.7 
-0.102435 -0.9  2.7 
-0.2 -0.877631  2.7 
-0.3 -0.850485  2.7 
-0.4 -0.807997  2.7 
-0.411528 -0.8  2.7 
-0.5 -0.755428  2.7 
-0.554571 -0.7  2.7 
-0.6 -0.641253  2.7 
-0.626594 -0.6  2.7 
-0.66235 -0.5  2.7 
-0.635158 -0.4  2.7 
-0.6 -0.331087  2.7 
-0.525895 -0.4  2.7 
-0.5 -0.41023  2.7 
-0.416678 -0.5  2.7 
-0.4 -0.516572  2.7 
-0.3 -0.548448  2.7 
-0.2 -0.583802  2.7 
-0.149515 -0.6  2.7 
-0.1 -0.625052  2.7 
 0 -0.659297  2.7 
 0.1 -0.688415  2.7 
 0.145127 -0.7  2.7 
 0.2 -0.731287  2.7 
 0.3 -0.773423  2.7 
 0.375676 -0.8  2.7 
 0.368206 -0.9  2.7 


# Contour 22, label:      2.5
 0.565096 -0.9  2.5 
 0.5 -0.916302  2.5 
 0.4 -0.932958  2.5 
 0.3 -0.941569  2.5 
 0.2 -0.943647  2.5 
 0.1 -0.940132  2.5 
 0 -0.93124  2.5 
-0.1 -0.915926  2.5 
-0.161472 -0.9  2.5 
-0.2 -0.891167  2.5 
-0.3 -0.861585  2.5 
-0.4 -0.819373  2.5 
-0.427928 -0.8  2.5 
-0.5 -0.76369  2.5 
-0.562705 -0.7  2.5 
-0.6 -0.651772  2.5 
-0.633375 -0.6  2.5 
-0.666552 -0.5  2.5 
-0.641752 -0.4  2.5 
-0.6 -0.318161  2.5 
-0.511995 -0.4  2.5 
-0.5 -0.404739  2.5 
-0.411581 -0.5  2.5 
-0.4 -0.511507  2.5 
-0.3 -0.541673  2.5 
-0.2 -0.574608  2.5 
-0.120861 -0.6  2.5 
-0.1 -0.610555  2.5 
 0 -0.643762  2.5 
 0.1 -0.671184  2.5 
 0.2 -0.696479  2.5 
 0.215591 -0.7  2.5 
 0.3 -0.736491  2.5 
 0.4 -0.771898  2.5 
 0.491807 -0.8  2.5 
 0.5 -0.817022  2.5 
 0.565096 -0.9  2.5 


# Contour 23, label:      2.3
 0.771047 -0.9  2.3 
 0.7 -0.924585  2.3 
 0.6 -0.950119  2.3 
 0.5 -0.965053  2.3 
 0.4 -0.97194  2.3 
 0.3 -0.972788  2.3 
 0.2 -0.968807  2.3 
 0.1 -0.960701  2.3 
 0 -0.948534  2.3 
-0.1 -0.931222  2.3 
-0.2 -0.905125  2.3 
-0.212372 -0.9  2.3 
-0.3 -0.872686  2.3 
-0.4 -0.830749  2.3 
-0.444328 -0.8  2.3 
-0.5 -0.771952  2.3 
-0.57084 -0.7  2.3 
-0.6 -0.662291  2.3 
-0.640156 -0.6  2.3 
-0.670754 -0.5  2.3 
-0.648347 -0.4  2.3 
-0.6 -0.305236  2.3 
-0.5 -0.396149  2.3 
-0.498822 -0.4  2.3 
-0.406485 -0.5  2.3 
-0.4 -0.506443  2.3 
-0.3 -0.534898  2.3 
-0.2 -0.565415  2.3 
-0.1 -0.596791  2.3 
-0.0869821 -0.6  2.3 
 0 -0.628228  2.3 
 0.1 -0.653953  2.3 
 0.2 -0.677188  2.3 
 0.3 -0.699744  2.3 
 0.301221 -0.7  2.3 
 0.4 -0.735339  2.3 
 0.5 -0.765057  2.3 
 0.6 -0.792854  2.3 
 0.630149 -0.8  2.3 
 0.7 -0.857467  2.3 
 0.771047 -0.9  2.3 


# Contour 24, label:      2.1
 1.0436 -0.9  2.1 
 1 -0.915977  2.1 
 0.9 -0.951866  2.1 
 0.8 -0.981174  2.1 
 0.705797 -1  2.1 
 0.7 -1.00045  2.1 
 0.6 -1.00588  2.1 
 0.5 -1.00813  2.1 
 0.4 -1.00723  2.1 
 0.3 -1.003  2.1 
 0.265132 -1  2.1 
 0.2 -0.993968  2.1 
 0.1 -0.981271  2.1 
 0 -0.965829  2.1 
-0.1 -0.946518  2.1 
-0.2 -0.919878  2.1 
-0.247983 -0.9  2.1 
-0.3 -0.883786  2.1 
-0.4 -0.842124  2.1 
-0.460728 -0.8  2.1 
-0.5 -0.780215  2.1 
-0.578974 -0.7  2.1 
-0.6 -0.67281  2.1 
-0.646937 -0.6  2.1 
-0.674956 -0.5  2.1 
-0.654941 -0.4  2.1 
-0.606856 -0.3  2.1 
-0.6 -0.285844  2.1 
-0.580277 -0.3  2.1 
-0.5 -0.368049  2.1 
-0.490229 -0.4  2.1 
-0.401388 -0.5  2.1 
-0.4 -0.501379  2.1 
-0.3 -0.528123  2.1 
-0.2 -0.556221  2.1 
-0.1 -0.584993  2.1 
-0.0391135 -0.6  2.1 
 0 -0.612693  2.1 
 0.1 -0.636722  2.1 
 0.2 -0.657896  2.1 
 0.3 -0.678364  2.1 
 0.4 -0.699245  2.1 
 0.404346 -0.7  2.1 
 0.5 -0.727541  2.1 
 0.6 -0.754794  2.1 
 0.7 -0.776762  2.1 
 0.8 -0.794851  2.1 
 0.834455 -0.8  2.1 
 0.9 -0.830305  2.1 
 1 -0.876173  2.1 
 1.0436 -0.9  2.1 


# Contour 25, label:      1.9
 1.41705 -0.9  1.9 
 1.4 -0.905807  1.9 
 1.3 -0.939567  1.9 
 1.2 -0.973752  1.9 
 1.12286 -1  1.9 
 1.1 -1.00312  1.9 
 1 -1.01523  1.9 
 0.9 -1.02487  1.9 
 0.8 -1.03195  1.9 
 0.7 -1.03635  1.9 
 0.6 -1.03798  1.9 
 0.5 -1.03685  1.9 
 0.4 -1.03303  1.9 
 0.3 -1.02638  1.9 
 0.2 -1.01637  1.9 
 0.1 -1.00183  1.9 
 0.091599 -1  1.9 
 0 -0.983123  1.9 
-0.1 -0.961813  1.9 
-0.2 -0.934631  1.9 
-0.283595 -0.9  1.9 
-0.3 -0.894887  1.9 
-0.4 -0.8535  1.9 
-0.477128 -0.8  1.9 
-0.5 -0.788477  1.9 
-0.587108 -0.7  1.9 
-0.6 -0.683329  1.9 
-0.653718 -0.6  1.9 
-0.679157 -0.5  1.9 
-0.661535 -0.4  1.9 
-0.618381 -0.3  1.9 
-0.6 -0.262049  1.9 
-0.547128 -0.3  1.9 
-0.5 -0.339949  1.9 
-0.481636 -0.4  1.9 
-0.4 -0.492885  1.9 
-0.381237 -0.5  1.9 
-0.3 -0.521347  1.9 
-0.2 -0.547028  1.9 
-0.1 -0.573195  1.9 
 0 -0.597379  1.9 
 0.0139193 -0.6  1.9 
 0.1 -0.61949  1.9 
 0.2 -0.638604  1.9 
 0.3 -0.656983  1.9 
 0.4 -0.676609  1.9 
 0.5 -0.693565  1.9 
 0.537687 -0.7  1.9 
 0.6 -0.716733  1.9 
 0.7 -0.735632  1.9 
 0.8 -0.747175  1.9 
 0.9 -0.754532  1.9 
 1 -0.759353  1.9 
 1.1 -0.763514  1.9 
 1.2 -0.769243  1.9 
 1.3 -0.779795  1.9 
 1.4 -0.799308  1.9 
 1.40247 -0.8  1.9 
 1.41705 -0.9  1.9 


# Contour 26, label:      1.7
 1.82605 -0.8  1.7 
 1.8 -0.870031  1.7 
 1.7878 -0.9  1.7 
 1.7 -0.932808  1.7 
 1.6 -0.968002  1.7 
 1.50654 -1  1.7 
 1.5 -1.00116  1.7 
 1.4 -1.01797  1.7 
 1.3 -1.03283  1.7 
 1.2 -1.04554  1.7 
 1.1 -1.05593  1.7 
 1 -1.06381  1.7 
 0.9 -1.06916  1.7 
 0.8 -1.07197  1.7 
 0.7 -1.07225  1.7 
 0.6 -1.07008  1.7 
 0.5 -1.06557  1.7 
 0.4 -1.05882  1.7 
 0.3 -1.04975  1.7 
 0.2 -1.03791  1.7 
 0.1 -1.02225  1.7 
 0 -1.00049  1.7 
-0.00158803 -1  1.7 
-0.1 -0.977109  1.7 
-0.2 -0.949384  1.7 
-0.3 -0.908862  1.7 
-0.314871 -0.9  1.7 
-0.4 -0.864876  1.7 
-0.493528 -0.8  1.7 
-0.5 -0.796739  1.7 
-0.595243 -0.7  1.7 
-0.6 -0.693848  1.7 
-0.660499 -0.6  1.7 
-0.683359 -0.5  1.7 
-0.66813 -0.4  1.7 
-0.629905 -0.3  1.7 
-0.6 -0.238255  1.7 
-0.513978 -0.3  1.7 
-0.5 -0.311848  1.7 
-0.473043 -0.4  1.7 
-0.4 -0.483107  1.7 
-0.355454 -0.5  1.7 
-0.3 -0.514572  1.7 
-0.2 -0.537834  1.7 
-0.1 -0.561397  1.7 
 0 -0.58305  1.7 
 0.0900228 -0.6  1.7 
 0.1 -0.602259  1.7 
 0.2 -0.619313  1.7 
 0.3 -0.635602  1.7 
 0.4 -0.653973  1.7 
 0.5 -0.669362  1.7 
 0.6 -0.685582  1.7 
 0.7 -0.695715  1.7 
 0.8 -0.699573  1.7 
 0.9 -0.697647  1.7 
 1 -0.69112  1.7 
 1.1 -0.68245  1.7 
 1.2 -0.673902  1.7 
 1.3 -0.667957  1.7 
 1.4 -0.666984  1.7 
 1.5 -0.673182  1.7 
 1.6 -0.687857  1.7 
 1.6533 -0.7  1.7 
 1.7 -0.721762  1.7 
 1.8 -0.782477  1.7 
 1.82605 -0.8  1.7 


# Contour 27, label:      1.5
 2.15714 -0.9  1.5 
 2.1 -0.92961  1.5 
 2 -0.970366  1.5 
 1.91512 -1  1.5 
 1.9 -1.00272  1.5 
 1.8 -1.02101  1.5 
 1.7 -1.03836  1.5 
 1.6 -1.05455  1.5 
 1.5 -1.06932  1.5 
 1.4 -1.08241  1.5 
 1.3 -1.09354  1.5 
 1.22845 -1.1  1.5 
 1.2 -1.10185  1.5 
 1.1 -1.10678  1.5 
 1 -1.10981  1.5 
 0.9 -1.11097  1.5 
 0.8 -1.11017  1.5 
 0.7 -1.10727  1.5 
 0.6 -1.10206  1.5 
 0.57462 -1.1  1.5 
 0.5 -1.09428  1.5 
 0.4 -1.08462  1.5 
 0.3 -1.07313  1.5 
 0.2 -1.05945  1.5 
 0.1 -1.04268  1.5 
 0 -1.0208  1.5 
-0.0673451 -1  1.5 
-0.1 -0.992404  1.5 
-0.2 -0.964137  1.5 
-0.3 -0.925294  1.5 
-0.342443 -0.9  1.5 
-0.4 -0.876252  1.5 
-0.5 -0.809918  1.5 
-0.510315 -0.8  1.5 
-0.6 -0.707312  1.5 
-0.605615 -0.7  1.5 
-0.667281 -0.6  1.5 
-0.687561 -0.5  1.5 
-0.674724 -0.4  1.5 
-0.641429 -0.3  1.5 
-0.6 -0.214461  1.5 
-0.5 -0.279785  1.5 
-0.492841 -0.3  1.5 
-0.464449 -0.4  1.5 
-0.4 -0.47333  1.5 
-0.329671 -0.5  1.5 
-0.3 -0.507797  1.5 
-0.2 -0.52864  1.5 
-0.1 -0.549599  1.5 
 0 -0.568721  1.5 
 0.1 -0.585478  1.5 
 0.199874 -0.6  1.5 
 0.3 -0.614221  1.5 
 0.4 -0.631336  1.5 
 0.5 -0.64516  1.5 
 0.6 -0.659851  1.5 
 0.7 -0.663653  1.5 
 0.8 -0.658905  1.5 
 0.9 -0.64763  1.5 
 1 -0.631603  1.5 
 1.1 -0.613682  1.5 
 1.17934 -0.6  1.5 
 1.2 -0.596214  1.5 
 1.3 -0.583359  1.5 
 1.4 -0.576528  1.5 
 1.5 -0.57692  1.5 
 1.6 -0.585069  1.5 
 1.69513 -0.6  1.5 
 1.7 -0.601027  1.5 
 1.8 -0.631376  1.5 
 1.9 -0.668269  1.5 
 1.97883 -0.7  1.5 
 2 -0.715223  1.5 
 2.1 -0.78379  1.5 
 2.12632 -0.8  1.5 
 2.15714 -0.9  1.5 


# Contour 28, label:      1.3
 2.51403 -1  1.3 
 2.5 -1.00462  1.3 
 2.4 -1.02607  1.3 
 2.3 -1.04011  1.3 
 2.2 -1.05207  1.3 
 2.1 -1.06391  1.3 
 2 -1.07624  1.3 
 1.9 -1.08902  1.3 
 1.8159 -1.1  1.3 
 1.8 -1.10153  1.3 
 1.7 -1.11148  1.3 
 1.6 -1.12078  1.3 
 1.5 -1.12908  1.3 
 1.4 -1.1361  1.3 
 1.3 -1.14163  1.3 
 1.2 -1.14554  1.3 
 1.1 -1.14776  1.3 
 1 -1.14827  1.3 
 0.9 -1.14708  1.3 
 0.8 -1.14413  1.3 
 0.7 -1.13931  1.3 
 0.6 -1.13247  1.3 
 0.5 -1.12336  1.3 
 0.4 -1.11147  1.3 
 0.327011 -1.1  1.3 
 0.3 -1.09651  1.3 
 0.2 -1.08099  1.3 
 0.1 -1.0631  1.3 
 0 -1.04111  1.3 
-0.1 -1.01096  1.3 
-0.126025 -1  1.3 
-0.2 -0.97889  1.3 
-0.3 -0.941725  1.3 
-0.370014 -0.9  1.3 
-0.4 -0.887628  1.3 
-0.5 -0.826303  1.3 
-0.527355 -0.8  1.3 
-0.6 -0.724922  1.3 
-0.61914 -0.7  1.3 
-0.674062 -0.6  1.3 
-0.691763 -0.5  1.3 
-0.681319 -0.4  1.3 
-0.652953 -0.3  1.3 
-0.607384 -0.2  1.3 
-0.6 -0.1882  1.3 
-0.576581 -0.2  1.3 
-0.5 -0.244832  1.3 
-0.480462 -0.3  1.3 
-0.455856 -0.4  1.3 
-0.4 -0.463553  1.3 
-0.303888 -0.5  1.3 
-0.3 -0.501022  1.3 
-0.2 -0.519447  1.3 
-0.1 -0.5378  1.3 
 0 -0.554391  1.3 
 0.1 -0.568765  1.3 
 0.2 -0.581052  1.3 
 0.3 -0.592846  1.3 
 0.346559 -0.6  1.3 
 0.4 -0.6087  1.3 
 0.5 -0.620958  1.3 
 0.6 -0.634119  1.3 
 0.7 -0.631591  1.3 
 0.8 -0.618237  1.3 
 0.890386 -0.6  1.3 
 0.9 -0.597279  1.3 
 1 -0.570041  1.3 
 1.1 -0.544767  1.3 
 1.2 -0.523134  1.3 
 1.3 -0.5069  1.3 
 1.37343 -0.5  1.3 
 1.4 -0.49758  1.3 
 1.5 -0.49639  1.3 
 1.55422 -0.5  1.3 
 1.6 -0.50339  1.3 
 1.7 -0.519368  1.3 
 1.8 -0.542963  1.3 
 1.9 -0.572582  1.3 
 1.98031 -0.6  1.3 
 2 -0.608579  1.3 
 2.1 -0.655229  1.3 
 2.19873 -0.7  1.3 
 2.2 -0.700854  1.3 
 2.3 -0.7643  1.3 
 2.36647 -0.8  1.3 
 2.4 -0.832961  1.3 
 2.4946 -0.9  1.3 
 2.5 -0.941735  1.3 
 2.51403 -1  1.3 

 5.51971 -0.4  1.3 
 5.5 -0.445743  1.3 
 5.47257 -0.5  1.3 
 5.40615 -0.6  1.3 
 5.4 -0.607505  1.3 
 5.31138 -0.7  1.3 
 5.3 -0.710413  1.3 
 5.2 -0.786798  1.3 
 5.17852 -0.8  1.3 
 5.1 -0.843103  1.3 
 5 -0.886376  1.3 
 4.95149 -0.9  1.3 
 4.9 -0.913253  1.3 
 4.8 -0.922496  1.3 
 4.7 -0.908242  1.3 
 4.68306 -0.9  1.3 
 4.62407 -0.8  1.3 
 4.6568 -0.7  1.3 
 4.7 -0.630993  1.3 
 4.71841 -0.6  1.3 
 4.79599 -0.5  1.3 
 4.8 -0.495597  1.3 
 4.88779 -0.4  1.3 
 4.9 -0.387373  1.3 
 4.98915 -0.3  1.3 
 5 -0.289658  1.3 
 5.1 -0.204822  1.3 
 5.10706 -0.2  1.3 
 5.2 -0.140011  1.3 
 5.28083 -0.1  1.3 
 5.3 -0.0908958  1.3 
 5.4 -0.0762591  1.3 
 5.47547 -0.1  1.3 
 5.5 -0.117697  1.3 
 5.53957 -0.2  1.3 
 5.54297 -0.3  1.3 
 5.51971 -0.4  1.3 


# Contour 29, label:      1.1
 3.09594 -1.1  1.1 
 3 -1.17822  1.1 
 2.9 -1.17688  1.1 
 2.8 -1.17003  1.1 
 2.7 -1.16245  1.1 
 2.6 -1.15556  1.1 
 2.5 -1.15009  1.1 
 2.4 -1.14654  1.1 
 2.3 -1.14519  1.1 
 2.2 -1.14608  1.1 
 2.1 -1.149  1.1 
 2 -1.15353  1.1 
 1.9 -1.15913  1.1 
 1.8 -1.16526  1.1 
 1.7 -1.17139  1.1 
 1.6 -1.17708  1.1 
 1.5 -1.18196  1.1 
 1.4 -1.18575  1.1 
 1.3 -1.18822  1.1 
 1.2 -1.18924  1.1 
 1.1 -1.18874  1.1 
 1 -1.18673  1.1 
 0.9 -1.1832  1.1 
 0.8 -1.17809  1.1 
 0.7 -1.17134  1.1 
 0.6 -1.16289  1.1 
 0.5 -1.15253  1.1 
 0.4 -1.13987  1.1 
 0.3 -1.12406  1.1 
 0.2 -1.10342  1.1 
 0.187301 -1.1  1.1 
 0.1 -1.08353  1.1 
 0 -1.06142  1.1 
-0.1 -1.03273  1.1 
-0.177723 -1  1.1 
-0.2 -0.993643  1.1 
-0.3 -0.958157  1.1 
-0.397586 -0.9  1.1 
-0.4 -0.899004  1.1 
-0.5 -0.842687  1.1 
-0.544395 -0.8  1.1 
-0.6 -0.742533  1.1 
-0.632664 -0.7  1.1 
-0.680843 -0.6  1.1 
-0.695965 -0.5  1.1 
-0.687913 -0.4  1.1 
-0.664478 -0.3  1.1 
-0.626208 -0.2  1.1 
-0.6 -0.158116  1.1 
-0.516876 -0.2  1.1 
-0.5 -0.209879  1.1 
-0.468083 -0.3  1.1 
-0.447263 -0.4  1.1 
-0.4 -0.453775  1.1 
