
# Surface 0 of 1 surfaces

# Curve title: ""MAC_example_omega.csv""

# IsoCurve 0, 201 points
# x y z type
 30  2  0 i
 30  2.1  0 i
 30  2.2  0 i
 30  2.3  0 i
 30  2.4  0 i
 30  2.5  0 i
 30  2.6  0 i
 30  2.7  0 i
 30  2.8  0 i
 30  2.9  0 i
 30  3  0 i
 30  3.1  0 i
 30  3.2  0 i
 30  3.3  0 i
 30  3.4  0 i
 30  3.5  0 i
 30  3.6  0 i
 30  3.7  0 i
 30  3.8  0 i
 30  3.9  0 i
 30  4  0 i
 30  4.1  0 i
 30  4.2  0 i
 30  4.3  0 i
 30  4.4  0 i
 30  4.5  0 i
 30  4.6  0 i
 30  4.7  0 i
 30  4.8  0 i
 30  4.9  0 i
 30  5  0 i
 30  5.1  0 i
 30  5.2  0 i
 30  5.3  0 i
 30  5.4  0 i
 30  5.5  0 i
 30  5.6  0 i
 30  5.7  0 i
 30  5.8  0 i
 30  5.9  0 i
 30  6  0 i
 30  6.1  0 i
 30  6.2  0 i
 30  6.3  0 i
 30  6.4  0 i
 30  6.5  0 i
 30  6.6  0 i
 30  6.7  0 i
 30  6.8  0 i
 30  6.9  0 i
 30  7  0 i
 30  7.1  0 i
 30  7.2  0 i
 30  7.3  0 i
 30  7.4  0 i
 30  7.5  0 i
 30  7.6  0 i
 30  7.7  0 i
 30  7.8  0 i
 30  7.9  0 i
 30  8  0 i
 30  8.1  0 i
 30  8.2  0 i
 30  8.3  0 i
 30  8.4  0 i
 30  8.5  0 i
 30  8.6  0 i
 30  8.7  0 i
 30  8.8  0 i
 30  8.9  0 i
 30  9  0 i
 30  9.1  0 i
 30  9.2  0 i
 30  9.3  0 i
 30  9.4  0 i
 30  9.5  0 i
 30  9.6  0 i
 30  9.7  0 i
 30  9.8  0 i
 30  9.9  0 i
 30  10  0 i

# IsoCurve 1, 201 points
# x y z type
 29.9 -10  0 i
 29.9 -9.9 -0.00279822 i
 29.9 -9.8 -0.00280293 i
 29.9 -9.7 -0.00280613 i
 29.9 -9.6 -0.00280865 i
 29.9 -9.5 -0.00281162 i
 29.9 -9.4 -0.00281479 i
 29.9 -9.3 -0.00281823 i
 29.9 -9.2 -0.00282184 i
 29.9 -9.1 -0.00282557 i
 29.9 -9 -0.00282937 i
 29.9 -8.9 -0.0028332 i
 29.9 -8.8 -0.00283702 i
 29.9 -8.7 -0.00284081 i
 29.9 -8.6 -0.00284453 i
 29.9 -8.5 -0.00284815 i
 29.9 -8.4 -0.00285162 i
 29.9 -8.3 -0.00285492 i
 29.9 -8.2 -0.00285799 i
 29.9 -8.1 -0.00286079 i
 29.9 -8 -0.00286326 i
 29.9 -7.9 -0.00286534 i
 29.9 -7.8 -0.00286698 i
 29.9 -7.7 -0.00286811 i
 29.9 -7.6 -0.00286865 i
 29.9 -7.5 -0.00286854 i
 29.9 -7.4 -0.0028677 i
 29.9 -7.3 -0.00286604 i
 29.9 -7.2 -0.00286348 i
 29.9 -7.1 -0.00285994 i
 29.9 -7 -0.00285532 i
 29.9 -6.9 -0.00284953 i
 29.9 -6.8 -0.00284248 i
 29.9 -6.7 -0.00283406 i
 29.9 -6.6 -0.00282417 i
 29.9 -6.5 -0.00281271 i
 29.9 -6.4 -0.00279958 i
 29.9 -6.3 -0.00278467 i
 29.9 -6.2 -0.00276786 i
 29.9 -6.1 -0.00274901 i
 29.9 -6 -0.00272798 i
 29.9 -5.9 -0.00270456 i
 29.9 -5.8 -0.00267846 i
 29.9 -5.7 -0.00264928 i
 29.9 -5.6 -0.00261639 i
 29.9 -5.5 -0.0025789 i
 29.9 -5.4 -0.00253545 i
 29.9 -5.3 -0.00248415 i
 29.9 -5.2 -0.00242234 i
 29.9 -5.1 -0.0023465 i
 29.9 -5 -0.00225204 i
 29.9 -4.9 -0.00213331 i
 29.9 -4.8 -0.00198361 i
 29.9 -4.7 -0.00179541 i
 29.9 -4.6 -0.00156074 i
 29.9 -4.5 -0.00127184 i
 29.9 -4.4 -0.000921936 i
 29.9 -4.3 -0.000506255 i
 29.9 -4.2 -2.31029e-05 i
 29.9 -4.1  0.000525042 i
 29.9 -4  0.00113067 i
 29.9 -3.9  0.00178063 i
 29.9 -3.8  0.00245594 i
 29.9 -3.7  0.00313203 i
 29.9 -3.6  0.00377935 i
 29.9 -3.5  0.00436447 i
 29.9 -3.4  0.00485126 i
 29.9 -3.3  0.00520203 i
 29.9 -3.2  0.00537843 i
 29.9 -3.1  0.0053417 i
 29.9 -3  0.00505216 i
 29.9 -2.9  0.00446799 i
 29.9 -2.8  0.00354335 i
 29.9 -2.7  0.00222651 i
 29.9 -2.6  0.00045883 i
 29.9 -2.5 -0.00182463 i
 29.9 -2.4 -0.0046918 i
 29.9 -2.3 -0.00820752 i
 29.9 -2.2 -0.0124253 i
 29.9 -2.1 -0.017379 i
 29.9 -2 -0.0230768 i
 29.9 -1.9 -0.0295016 i
 29.9 -1.8 -0.0366188 i
 29.9 -1.7 -0.0443926 i
 29.9 -1.6 -0.0528072 i
 29.9 -1.5 -0.0618878 i
 29.9 -1.4 -0.0717136 i
 29.9 -1.3 -0.0824183 i
 29.9 -1.2 -0.094176 i
 29.9 -1.1 -0.107175 i
 29.9 -1 -0.121585 i
 29.9 -0.9 -0.137531 i
 29.9 -0.8 -0.155072 i
 29.9 -0.7 -0.174197 i
 29.9 -0.6 -0.194833 i
 29.9 -0.5 -0.216859 i
 29.9 -0.4 -0.24012 i
 29.9 -0.3 -0.264441 i
 29.9 -0.2 -0.289636 i
 29.9 -0.1 -0.315502 i
 29.9  0 -0.341817 i
 29.9  0.1 -0.368325 i
 29.9  0.2 -0.394731 i
 29.9  0.3 -0.420691 i
 29.9  0.4 -0.445808 i
 29.9  0.5 -0.469637 i
 29.9  0.6 -0.491693 i
 29.9  0.7 -0.511469 i
 29.9  0.8 -0.528453 i
 29.9  0.9 -0.542153 i
 29.9  1 -0.552121 i
 29.9  1.1 -0.557975 i
 29.9  1.2 -0.559424 i
 29.9  1.3 -0.556281 i
 29.9  1.4 -0.548484 i
 29.9  1.5 -0.536102 i
 29.9  1.6 -0.519337 i
 29.9  1.7 -0.498519 i
 29.9  1.8 -0.474093 i
 29.9  1.9 -0.446595 i
 29.9  2 -0.416621 i
 29.9  2.1 -0.384795 i
 29.9  2.2 -0.351739 i
 29.9  2.3 -0.318051 i
 29.9  2.4 -0.284281 i
 29.9  2.5 -0.250938 i
 29.9  2.6 -0.218477 i
 29.9  2.7 -0.187311 i
 29.9  2.8 -0.157797 i
 29.9  2.9 -0.130229 i
 29.9  3 -0.104815 i
 29.9  3.1 -0.0816695 i
 29.9  3.2 -0.0608067 i
 29.9  3.3 -0.0421653 i
 29.9  3.4 -0.0256452 i
 29.9  3.5 -0.0111525 i
 29.9  3.6  0.00136399 i
 29.9  3.7  0.0118984 i
 29.9  3.8  0.0204008 i
 29.9  3.9  0.0268135 i
 29.9  4  0.0311177 i
 29.9  4.1  0.0333753 i
 29.9  4.2  0.033753 i
 29.9  4.3  0.0325228 i
 29.9  4.4  0.0300399 i
 29.9  4.5  0.0267042 i
 29.9  4.6  0.0229168 i
 29.9  4.7  0.0190394 i
 29.9  4.8  0.0153635 i
 29.9  4.9  0.0120952 i
 29.9  5  0.00935275 i
 29.9  5.1  0.00717588 i
 29.9  5.2  0.00554303 i
 29.9  5.3  0.00439114 i
 29.9  5.4  0.00363505 i
 29.9  5.5  0.00318354 i
 29.9  5.6  0.00295107 i
 29.9  5.7  0.00286467 i
 29.9  5.8  0.00286697 i
 29.9  5.9  0.00291613 i
 29.9  6  0.00298401 i
 29.9  6.1  0.00305335 i
 29.9  6.2  0.00311491 i
 29.9  6.3  0.00316481 i
 29.9  6.4  0.00320245 i
 29.9  6.5  0.003229 i
 29.9  6.6  0.00324635 i
 29.9  6.7  0.00325652 i
 29.9  6.8  0.00326133 i
 29.9  6.9  0.00326231 i
 29.9  7  0.00326059 i
 29.9  7.1  0.00325705 i
 29.9  7.2  0.00325229 i
 29.9  7.3  0.00324673 i
 29.9  7.4  0.00324066 i
 29.9  7.5  0.00323428 i
 29.9  7.6  0.00322772 i
 29.9  7.7  0.00322107 i
 29.9  7.8  0.00321441 i
 29.9  7.9  0.00320777 i
 29.9  8  0.0032012 i
 29.9  8.1  0.00319474 i
 29.9  8.2  0.0031884 i
 29.9  8.3  0.00318222 i
 29.9  8.4  0.00317621 i
 29.9  8.5  0.0031704 i
 29.9  8.6  0.0031648 i
 29.9  8.7  0.00315942 i
 29.9  8.8  0.00315427 i
 29.9  8.9  0.00314936 i
 29.9  9  0.00314465 i
 29.9  9.1  0.00314013 i
 29.9  9.2  0.00313572 i
 29.9  9.3  0.00313138 i
 29.9  9.4  0.00312689 i
 29.9  9.5  0.0031223 i
 29.9  9.6  0.00311685 i
 29.9  9.7  0.0031113 i
 29.9  9.8  0.00310076 i
 29.9  9.9  0.00308257 i
 29.9  10  0 i

# IsoCurve 2, 201 points
# x y z type
 29.8 -10  0 i
 29.8 -9.9 -0.00279291 i
 29.8 -9.8 -0.00279643 i
 29.8 -9.7 -0.00279918 i
 29.8 -9.6 -0.00280232 i
 29.8 -9.5 -0.00280602 i
 29.8 -9.4 -0.00281024 i
 29.8 -9.3 -0.00281491 i
 29.8 -9.2 -0.00281996 i
 29.8 -9.1 -0.00282532 i
 29.8 -9 -0.00283096 i
 29.8 -8.9 -0.00283684 i
 29.8 -8.8 -0.00284293 i
 29.8 -8.7 -0.00284923 i
 29.8 -8.6 -0.0028557 i
 29.8 -8.5 -0.00286235 i
 29.8 -8.4 -0.00286914 i
 29.8 -8.3 -0.00287606 i
 29.8 -8.2 -0.0028831 i
 29.8 -8.1 -0.00289022 i
 29.8 -8 -0.00289742 i
 29.8 -7.9 -0.00290465 i
 29.8 -7.8 -0.00291189 i
 29.8 -7.7 -0.00291911 i
 29.8 -7.6 -0.00292629 i
 29.8 -7.5 -0.00293339 i
 29.8 -7.4 -0.00294038 i
 29.8 -7.3 -0.00294723 i
 29.8 -7.2 -0.00295391 i
 29.8 -7.1 -0.00296039 i
 29.8 -7 -0.00296662 i
 29.8 -6.9 -0.0029726 i
 29.8 -6.8 -0.00297827 i
 29.8 -6.7 -0.00298362 i
 29.8 -6.6 -0.00298861 i
 29.8 -6.5 -0.0029932 i
 29.8 -6.4 -0.00299737 i
 29.8 -6.3 -0.00300105 i
 29.8 -6.2 -0.00300418 i
 29.8 -6.1 -0.00300666 i
 29.8 -6 -0.00300833 i
 29.8 -5.9 -0.00300894 i
 29.8 -5.8 -0.00300809 i
 29.8 -5.7 -0.00300513 i
 29.8 -5.6 -0.00299909 i
 29.8 -5.5 -0.0029885 i
 29.8 -5.4 -0.00297123 i
 29.8 -5.3 -0.0029443 i
 29.8 -5.2 -0.00290361 i
 29.8 -5.1 -0.00284383 i
 29.8 -5 -0.00275816 i
 29.8 -4.9 -0.00263836 i
 29.8 -4.8 -0.00247483 i
 29.8 -4.7 -0.00225698 i
 29.8 -4.6 -0.00197373 i
 29.8 -4.5 -0.0016144 i
 29.8 -4.4 -0.00116973 i
 29.8 -4.3 -0.000633114 i
 29.8 -4.2 -1.91763e-06 i
 29.8 -4.1  0.000721305 i
 29.8 -4  0.0015279 i
 29.8 -3.9  0.0024025 i
 29.8 -3.8  0.00332295 i
 29.8 -3.7  0.00426066 i
 29.8 -3.6  0.0051815 i
 29.8 -3.5  0.00604712 i
 29.8 -3.4  0.00681641 i
 29.8 -3.3  0.00744712 i
 29.8 -3.2  0.00789706 i
 29.8 -3.1  0.00812498 i
 29.8 -3  0.00809053 i
 29.8 -2.9  0.00775348 i
 29.8 -2.8  0.0070721 i
 29.8 -2.7  0.00600093 i
 29.8 -2.6  0.00448872 i
 29.8 -2.5  0.00247729 i
 29.8 -2.4 -9.77187e-05 i
 29.8 -2.3 -0.00330346 i
 29.8 -2.2 -0.00720366 i
 29.8 -2.1 -0.0118506 i
 29.8 -2 -0.0172771 i
 29.8 -1.9 -0.0234921 i
 29.8 -1.8 -0.0304818 i
 29.8 -1.7 -0.038219 i
 29.8 -1.6 -0.04668 i
 29.8 -1.5 -0.0558651 i
 29.8 -1.4 -0.0658167 i
 29.8 -1.3 -0.0766292 i
 29.8 -1.2 -0.0884457 i
 29.8 -1.1 -0.10144 i
 29.8 -1 -0.115788 i
 29.8 -0.9 -0.131638 i
 29.8 -0.8 -0.149081 i
 29.8 -0.7 -0.168141 i
 29.8 -0.6 -0.188766 i
 29.8 -0.5 -0.210838 i
 29.8 -0.4 -0.234193 i
 29.8 -0.3 -0.258628 i
 29.8 -0.2 -0.283917 i
 29.8 -0.1 -0.309815 i
 29.8  0 -0.336058 i
 29.8  0.1 -0.362353 i
 29.8  0.2 -0.388377 i
 29.8  0.3 -0.413768 i
 29.8  0.4 -0.438125 i
 29.8  0.5 -0.461011 i
 29.8  0.6 -0.481962 i
 29.8  0.7 -0.500502 i
 29.8  0.8 -0.516162 i
 29.8  0.9 -0.528496 i
 29.8  1 -0.537109 i
 29.8  1.1 -0.541674 i
 29.8  1.2 -0.54195 i
 29.8  1.3 -0.537802 i
 29.8  1.4 -0.529209 i
 29.8  1.5 -0.516277 i
 29.8  1.6 -0.499233 i
 29.8  1.7 -0.478422 i
 29.8  1.8 -0.45429 i
 29.8  1.9 -0.42736 i
 29.8  2 -0.398205 i
 29.8  2.1 -0.367416 i
 29.8  2.2 -0.335573 i
 29.8  2.3 -0.303228 i
 29.8  2.4 -0.270888 i
 29.8  2.5 -0.239018 i
 29.8  2.6 -0.20804 i
 29.8  2.7 -0.178331 i
 29.8  2.8 -0.150222 i
 29.8  2.9 -0.123978 i
 29.8  3 -0.099781 i
 29.8  3.1 -0.0777195 i
 29.8  3.2 -0.0577903 i
 29.8  3.3 -0.0399237 i
 29.8  3.4 -0.0240259 i
 29.8  3.5 -0.010024 i
 29.8  3.6  0.00210063 i
 29.8  3.7  0.012305 i
 29.8  3.8  0.0205058 i
 29.8  3.9  0.026623 i
 29.8  4  0.0306298 i
 29.8  4.1  0.0325945 i
 29.8  4.2  0.0327003 i
 29.8  4.3  0.0312396 i
 29.8  4.4  0.0285859 i
 29.8  4.5  0.0251505 i
 29.8  4.6  0.0213368 i
 29.8  4.7  0.0174994 i
 29.8  4.8  0.0139163 i
 29.8  4.9  0.0107759 i
 29.8  5  0.00817857 i
 29.8  5.1  0.00614832 i
 29.8  5.2  0.00465178 i
 29.8  5.3  0.00361859 i
 29.8  5.4  0.00296046 i
 29.8  5.5  0.00258645 i
 29.8  5.6  0.00241342 i
 29.8  5.7  0.00237201 i
 29.8  5.8  0.00240864 i
 29.8  5.9  0.00248493 i
 29.8  6  0.00257551 i
 29.8  6.1  0.00266512 i
 29.8  6.2  0.00274581 i
 29.8  6.3  0.00281439 i
 29.8  6.4  0.00287057 i
 29.8  6.5  0.00291553 i
 29.8  6.6  0.00295107 i
 29.8  6.7  0.00297905 i
 29.8  6.8  0.00300111 i
 29.8  6.9  0.00301864 i
 29.8  7  0.00303268 i
 29.8  7.1  0.00304403 i
 29.8  7.2  0.00305327 i
 29.8  7.3  0.00306083 i
 29.8  7.4  0.003067 i
 29.8  7.5  0.00307202 i
 29.8  7.6  0.00307605 i
 29.8  7.7  0.00307923 i
 29.8  7.8  0.00308167 i
 29.8  7.9  0.00308346 i
 29.8  8  0.00308469 i
 29.8  8.1  0.00308543 i
 29.8  8.2  0.00308574 i
 29.8  8.3  0.00308568 i
 29.8  8.4  0.00308532 i
 29.8  8.5  0.0030847 i
 29.8  8.6  0.00308387 i
 29.8  8.7  0.00308286 i
 29.8  8.8  0.00308172 i
 29.8  8.9  0.00308045 i
 29.8  9  0.00307906 i
 29.8  9.1  0.00307754 i
 29.8  9.2  0.00307584 i
 29.8  9.3  0.00307389 i
 29.8  9.4  0.00307157 i
 29.8  9.5  0.00306871 i
 29.8  9.6  0.0030651 i
 29.8  9.7  0.00306038 i
 29.8  9.8  0.00305355 i
 29.8  9.9  0.00304018 i
 29.8  10  0 i

# IsoCurve 3, 201 points
# x y z type
 29.7 -10  0 i
 29.7 -9.9 -0.00279913 i
 29.7 -9.8 -0.00280124 i
 29.7 -9.7 -0.00280327 i
 29.7 -9.6 -0.00280602 i
 29.7 -9.5 -0.00280943 i
 29.7 -9.4 -0.00281346 i
 29.7 -9.3 -0.00281798 i
 29.7 -9.2 -0.00282291 i
 29.7 -9.1 -0.00282818 i
 29.7 -9 -0.00283373 i
 29.7 -8.9 -0.00283954 i
 29.7 -8.8 -0.00284557 i
 29.7 -8.7 -0.0028518 i
 29.7 -8.6 -0.0028582 i
 29.7 -8.5 -0.00286478 i
 29.7 -8.4 -0.00287149 i
 29.7 -8.3 -0.00287833 i
 29.7 -8.2 -0.00288527 i
 29.7 -8.1 -0.0028923 i
 29.7 -8 -0.00289937 i
 29.7 -7.9 -0.00290646 i
 29.7 -7.8 -0.00291355 i
 29.7 -7.7 -0.0029206 i
 29.7 -7.6 -0.00292759 i
 29.7 -7.5 -0.00293447 i
 29.7 -7.4 -0.00294121 i
 29.7 -7.3 -0.00294778 i
 29.7 -7.2 -0.00295414 i
 29.7 -7.1 -0.00296026 i
 29.7 -7 -0.0029661 i
 29.7 -6.9 -0.00297162 i
 29.7 -6.8 -0.00297679 i
 29.7 -6.7 -0.00298157 i
 29.7 -6.6 -0.00298591 i
 29.7 -6.5 -0.00298977 i
 29.7 -6.4 -0.00299307 i
 29.7 -6.3 -0.00299575 i
 29.7 -6.2 -0.00299766 i
 29.7 -6.1 -0.00299863 i
 29.7 -6 -0.00299835 i
 29.7 -5.9 -0.00299635 i
 29.7 -5.8 -0.00299189 i
 29.7 -5.7 -0.00298384 i
 29.7 -5.6 -0.00297051 i
 29.7 -5.5 -0.00294943 i
 29.7 -5.4 -0.00291707 i
 29.7 -5.3 -0.00286861 i
 29.7 -5.2 -0.00279758 i
 29.7 -5.1 -0.00269569 i
 29.7 -5 -0.00255261 i
 29.7 -4.9 -0.00235604 i
 29.7 -4.8 -0.00209192 i
 29.7 -4.7 -0.00174501 i
 29.7 -4.6 -0.0012997 i
 29.7 -4.5 -0.00074124 i
 29.7 -4.4 -5.71232e-05 i
 29.7 -4.3  0.000761202 i
 29.7 -4.2  0.00171673 i
 29.7 -4.1  0.00280552 i
 29.7 -4  0.00401565 i
 29.7 -3.9  0.00532668 i
 29.7 -3.8  0.00670972 i
 29.7 -3.7  0.00812809 i
 29.7 -3.6  0.00953858 i
 29.7 -3.5  0.0108931 i
 29.7 -3.4  0.0121407 i
 29.7 -3.3  0.0132294 i
 29.7 -3.2  0.0141085 i
 29.7 -3.1  0.0147294 i
 29.7 -3  0.0150472 i
 29.7 -2.9  0.0150207 i
 29.7 -2.8  0.0146113 i
 29.7 -2.7  0.013782 i
 29.7 -2.6  0.0124954 i
 29.7 -2.5  0.0107105 i
 29.7 -2.4  0.00838237 i
 29.7 -2.3  0.00546076 i
 29.7 -2.2  0.00189285 i
 29.7 -2.1 -0.00237257 i
 29.7 -2 -0.00737889 i
 29.7 -1.9 -0.0131554 i
 29.7 -1.8 -0.0197135 i
 29.7 -1.7 -0.0270478 i
 29.7 -1.6 -0.0351442 i
 29.7 -1.5 -0.0439934 i
 29.7 -1.4 -0.0536087 i
 29.7 -1.3 -0.0640399 i
 29.7 -1.2 -0.0753817 i
 29.7 -1.1 -0.0877687 i
 29.7 -1 -0.101359 i
 29.7 -0.9 -0.116309 i
 29.7 -0.8 -0.132743 i
 29.7 -0.7 -0.150732 i
 29.7 -0.6 -0.170276 i
 29.7 -0.5 -0.191303 i
 29.7 -0.4 -0.213671 i
 29.7 -0.3 -0.237185 i
 29.7 -0.2 -0.261611 i
 29.7 -0.1 -0.286679 i
 29.7  0 -0.312097 i
 29.7  0.1 -0.33755 i
 29.7  0.2 -0.362694 i
 29.7  0.3 -0.38716 i
 29.7  0.4 -0.410551 i
 29.7  0.5 -0.432443 i
 29.7  0.6 -0.452393 i
 29.7  0.7 -0.469957 i
 29.7  0.8 -0.484696 i
 29.7  0.9 -0.496201 i
 29.7  1 -0.504113 i
 29.7  1.1 -0.508137 i
 29.7  1.2 -0.508064 i
 29.7  1.3 -0.503788 i
 29.7  1.4 -0.495311 i
 29.7  1.5 -0.482754 i
 29.7  1.6 -0.466353 i
 29.7  1.7 -0.446452 i
 29.7  1.8 -0.423484 i
 29.7  1.9 -0.397951 i
 29.7  2 -0.370392 i
 29.7  2.1 -0.341358 i
 29.7  2.2 -0.311385 i
 29.7  2.3 -0.280981 i
 29.7  2.4 -0.250611 i
 29.7  2.5 -0.220704 i
 29.7  2.6 -0.191649 i
 29.7  2.7 -0.1638 i
 29.7  2.8 -0.13746 i
 29.7  2.9 -0.112872 i
 29.7  3 -0.0901921 i
 29.7  3.1 -0.0694862 i
 29.7  3.2 -0.0507339 i
 29.7  3.3 -0.0338613 i
 29.7  3.4 -0.0187865 i
 29.7  3.5 -0.00546538 i
 29.7  3.6  0.00608037 i
 29.7  3.7  0.0157642 i
 29.7  3.8  0.023466 i
 29.7  3.9  0.029083 i
 29.7  4  0.0325839 i
 29.7  4.1  0.0340485 i
 29.7  4.2  0.0336824 i
 29.7  4.3  0.0318041 i
 29.7  4.4  0.0288089 i
 29.7  4.5  0.0251215 i
 29.7  4.6  0.0211472 i
 29.7  4.7  0.0172323 i
 29.7  4.8  0.0136386 i
 29.7  4.9  0.0105348 i
 29.7  5  0.00800067 i
 29.7  5.1  0.006043 i
 29.7  5.2  0.00461522 i
 29.7  5.3  0.00363875 i
 29.7  5.4  0.00302163 i
 29.7  5.5  0.00267271 i
 29.7  5.6  0.00251097 i
 29.7  5.7  0.00247025 i
 29.7  5.8  0.00250044 i
 29.7  5.9  0.00256625 i
 29.7  6  0.00264475 i
 29.7  6.1  0.00272235 i
 29.7  6.2  0.00279213 i
 29.7  6.3  0.00285139 i
 29.7  6.4  0.00289995 i
 29.7  6.5  0.00293889 i
 29.7  6.6  0.00296977 i
 29.7  6.7  0.00299418 i
 29.7  6.8  0.00301355 i
 29.7  6.9  0.00302901 i
 29.7  7  0.00304147 i
 29.7  7.1  0.00305157 i
 29.7  7.2  0.00305981 i
 29.7  7.3  0.00306654 i
 29.7  7.4  0.00307202 i
 29.7  7.5  0.00307644 i
 29.7  7.6  0.00307995 i
 29.7  7.7  0.00308267 i
 29.7  7.8  0.00308471 i
 29.7  7.9  0.00308614 i
 29.7  8  0.00308704 i
 29.7  8.1  0.00308748 i
 29.7  8.2  0.00308753 i
 29.7  8.3  0.00308723 i
 29.7  8.4  0.00308666 i
 29.7  8.5  0.00308584 i
 29.7  8.6  0.00308484 i
 29.7  8.7  0.00308367 i
 29.7  8.8  0.00308238 i
 29.7  8.9  0.00308097 i
 29.7  9  0.00307945 i
 29.7  9.1  0.00307779 i
 29.7  9.2  0.00307596 i
 29.7  9.3  0.00307384 i
 29.7  9.4  0.00307134 i
 29.7  9.5  0.00306824 i
 29.7  9.6  0.00306432 i
 29.7  9.7  0.00305918 i
 29.7  9.8  0.00305236 i
 29.7  9.9  0.00304088 i
 29.7  10  0 i

# IsoCurve 4, 201 points
# x y z type
 29.6 -10  0 i
 29.6 -9.9 -0.00280692 i
 29.6 -9.8 -0.00280772 i
 29.6 -9.7 -0.00280909 i
 29.6 -9.6 -0.00281134 i
 29.6 -9.5 -0.00281438 i
 29.6 -9.4 -0.00281809 i
 29.6 -9.3 -0.00282232 i
 29.6 -9.2 -0.00282699 i
 29.6 -9.1 -0.002832 i
 29.6 -9 -0.0028373 i
 29.6 -8.9 -0.00284284 i
 29.6 -8.8 -0.00284859 i
 29.6 -8.7 -0.00285452 i
 29.6 -8.6 -0.00286061 i
 29.6 -8.5 -0.00286684 i
 29.6 -8.4 -0.00287318 i
 29.6 -8.3 -0.00287961 i
 29.6 -8.2 -0.00288611 i
 29.6 -8.1 -0.00289263 i
 29.6 -8 -0.00289917 i
 29.6 -7.9 -0.00290567 i
 29.6 -7.8 -0.00291211 i
 29.6 -7.7 -0.00291845 i
 29.6 -7.6 -0.00292465 i
 29.6 -7.5 -0.00293067 i
 29.6 -7.4 -0.00293647 i
 29.6 -7.3 -0.00294201 i
 29.6 -7.2 -0.00294724 i
 29.6 -7.1 -0.00295213 i
 29.6 -7 -0.00295662 i
 29.6 -6.9 -0.00296066 i
 29.6 -6.8 -0.00296421 i
 29.6 -6.7 -0.00296721 i
 29.6 -6.6 -0.0029696 i
 29.6 -6.5 -0.0029713 i
 29.6 -6.4 -0.00297221 i
 29.6 -6.3 -0.00297219 i
 29.6 -6.2 -0.00297102 i
 29.6 -6.1 -0.00296837 i
 29.6 -6 -0.00296374 i
 29.6 -5.9 -0.00295632 i
 29.6 -5.8 -0.0029449 i
 29.6 -5.7 -0.00292764 i
 29.6 -5.6 -0.00290182 i
 29.6 -5.5 -0.00286356 i
 29.6 -5.4 -0.00280745 i
 29.6 -5.3 -0.00272617 i
